"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group D","master's degree","free/reduced","none","85","81","83"
"male","group A","some college","standard","completed","81","82","78"
"male","group B","some high school","standard","none","70","62","60"
"male","group C","bachelor's degree","standard","none","71","68","69"
"female","group D","associate's degree","free/reduced","none","67","80","87"
"female","group B","high school","standard","completed","61","63","68"
"female","group D","high school","standard","none","61","72","72"
"female","group C","associate's degree","standard","completed","77","77","79"
"female","group D","high school","standard","none","73","91","94"
"female","group E","master's degree","standard","completed","98","100","100"
"female","group A","associate's degree","standard","none","70","87","80"
"female","group C","bachelor's degree","standard","none","57","62","68"
"female","group D","high school","free/reduced","none","72","75","74"
"male","group D","some college","free/reduced","none","52","64","57"
"male","group A","bachelor's degree","standard","none","63","63","62"
"female","group B","some high school","free/reduced","none","41","65","61"
"female","group E","associate's degree","standard","none","71","65","69"
"male","group D","high school","free/reduced","none","68","65","69"
"female","group B","high school","free/reduced","none","62","76","75"
"female","group D","associate's degree","free/reduced","none","58","78","78"
"female","group D","associate's degree","standard","none","78","80","83"
"male","group C","some high school","free/reduced","none","75","76","67"
"female","group D","bachelor's degree","free/reduced","none","54","60","58"
"female","group C","master's degree","standard","none","65","65","71"
"female","group C","some college","free/reduced","none","64","67","65"
"male","group C","associate's degree","standard","none","91","83","78"
"male","group D","some college","standard","completed","71","66","73"
"male","group E","associate's degree","free/reduced","none","67","52","50"
"female","group C","master's degree","free/reduced","none","63","71","71"
"female","group B","high school","standard","none","79","88","82"
"female","group C","some high school","standard","none","73","72","74"
"female","group A","some college","standard","completed","81","90","92"
"female","group E","some college","free/reduced","completed","56","71","70"
"male","group C","some high school","standard","none","68","76","69"
"female","group C","some high school","standard","none","54","67","69"
"female","group C","some high school","standard","none","43","57","52"
"female","group D","high school","free/reduced","none","47","49","48"
"female","group A","some college","free/reduced","none","47","50","49"
"male","group E","some college","free/reduced","none","70","62","58"
"male","group E","some college","standard","none","89","73","73"
"female","group C","associate's degree","standard","none","75","84","78"
"female","group D","some college","standard","none","76","82","92"
"female","group C","associate's degree","standard","completed","53","67","68"
"male","group A","associate's degree","standard","completed","75","73","67"
"male","group C","high school","standard","none","62","50","55"
"female","group B","associate's degree","standard","completed","75","85","91"
"male","group E","some college","standard","none","77","72","67"
"female","group E","some high school","standard","none","89","94","94"
"male","group A","some college","free/reduced","none","39","39","36"
"male","group B","some college","free/reduced","none","61","52","54"
"female","group E","some high school","standard","none","68","69","65"
"male","group E","bachelor's degree","standard","none","81","86","81"
"female","group C","some high school","free/reduced","none","40","49","44"
"female","group C","some high school","standard","none","53","71","61"
"female","group B","bachelor's degree","free/reduced","completed","31","56","56"
"male","group C","master's degree","standard","completed","78","71","73"
"female","group B","bachelor's degree","free/reduced","completed","64","80","85"
"male","group D","associate's degree","standard","none","84","83","87"
"male","group D","high school","free/reduced","none","54","49","46"
"female","group C","high school","free/reduced","none","47","56","52"
"female","group C","associate's degree","free/reduced","completed","65","70","71"
"male","group D","master's degree","free/reduced","none","66","59","54"
"male","group B","master's degree","standard","completed","76","77","81"
"male","group D","some college","free/reduced","none","52","59","61"
"male","group C","master's degree","standard","none","85","77","79"
"male","group B","associate's degree","standard","none","86","73","70"
"male","group D","master's degree","free/reduced","none","58","56","51"
"female","group B","some high school","free/reduced","none","26","43","39"
"female","group D","some high school","standard","none","58","59","58"
"female","group C","associate's degree","free/reduced","completed","55","79","73"
"male","group C","some college","standard","none","30","40","33"
"female","group D","bachelor's degree","standard","none","60","59","65"
"male","group D","high school","standard","completed","75","74","76"
"male","group E","high school","standard","none","82","60","65"
"male","group C","some college","standard","none","57","49","55"
"female","group B","high school","standard","none","80","93","87"
"male","group D","some college","standard","none","74","77","69"
"male","group C","associate's degree","standard","completed","70","70","65"
"male","group A","some high school","free/reduced","none","52","54","45"
"male","group D","high school","free/reduced","completed","64","73","64"
"female","group E","some college","standard","none","85","92","90"
"male","group C","high school","free/reduced","none","52","49","43"
"female","group E","high school","standard","none","72","77","75"
"male","group A","associate's degree","free/reduced","completed","57","59","66"
"female","group D","some college","standard","completed","62","72","70"
"male","group C","some college","standard","none","88","84","80"
"male","group B","bachelor's degree","standard","none","76","71","67"
"female","group C","associate's degree","free/reduced","none","74","83","80"
"male","group C","some college","free/reduced","none","52","48","45"
"male","group B","high school","standard","completed","69","73","66"
"male","group B","some college","standard","none","70","65","70"
"female","group E","associate's degree","standard","none","63","81","77"
"female","group D","associate's degree","standard","none","60","70","72"
"female","group C","master's degree","standard","completed","83","99","96"
"male","group C","associate's degree","standard","none","68","60","60"
"female","group C","bachelor's degree","standard","completed","80","87","90"
"female","group D","some college","standard","completed","90","100","100"
"female","group D","associate's degree","free/reduced","none","65","73","74"
"female","group C","some college","standard","none","82","83","84"
"male","group C","bachelor's degree","free/reduced","none","43","54","54"
"male","group D","some high school","standard","none","91","81","77"
"female","group C","some high school","free/reduced","completed","60","84","79"
"female","group B","some college","standard","none","46","61","55"
"male","group D","associate's degree","free/reduced","none","82","72","74"
"male","group E","some high school","standard","completed","71","62","65"
"male","group C","bachelor's degree","standard","none","60","55","58"
"male","group D","high school","standard","completed","87","87","89"
"female","group A","high school","standard","completed","60","72","75"
"male","group B","some college","free/reduced","none","51","44","48"
"male","group D","bachelor's degree","standard","none","72","71","67"
"female","group D","some high school","standard","none","66","60","63"
"female","group D","associate's degree","standard","none","57","66","62"
"male","group B","some college","standard","completed","88","83","80"
"male","group C","some college","standard","none","66","70","62"
"female","group C","some high school","standard","completed","75","83","84"
"male","group C","some high school","standard","none","63","62","58"
"male","group D","bachelor's degree","free/reduced","completed","75","74","78"
"male","group D","some college","standard","none","91","83","83"
"female","group D","bachelor's degree","free/reduced","none","70","83","91"
"female","group C","associate's degree","standard","none","64","64","62"
"male","group B","high school","free/reduced","completed","63","63","62"
"male","group C","bachelor's degree","standard","none","67","61","52"
"male","group A","associate's degree","standard","none","91","89","84"
"female","group D","associate's degree","standard","completed","63","76","85"
"male","group D","high school","standard","none","69","65","66"
"female","group D","some college","free/reduced","completed","57","76","75"
"female","group C","high school","standard","completed","79","94","93"
"male","group D","some high school","standard","completed","89","84","86"
"male","group E","high school","free/reduced","none","74","63","58"
"female","group D","associate's degree","standard","completed","92","96","100"
"female","group A","high school","standard","none","21","32","34"
"female","group D","bachelor's degree","free/reduced","none","43","68","65"
"male","group B","some college","free/reduced","completed","74","73","73"
"male","group C","some college","standard","none","57","54","55"
"male","group D","associate's degree","standard","completed","82","79","77"
"female","group E","associate's degree","standard","none","73","75","72"
"female","group E","master's degree","standard","none","100","100","100"
"male","group C","some college","standard","none","78","69","68"
"male","group D","bachelor's degree","free/reduced","none","78","70","72"
"male","group B","bachelor's degree","free/reduced","none","65","63","63"
"female","group D","some college","free/reduced","completed","63","80","88"
"male","group C","bachelor's degree","standard","completed","96","78","87"
"male","group B","bachelor's degree","standard","completed","58","67","63"
"male","group E","some college","standard","completed","84","68","74"
"male","group E","high school","standard","none","69","61","56"
"male","group C","master's degree","standard","completed","55","63","58"
"male","group C","some high school","standard","completed","67","67","64"
"female","group D","some high school","standard","none","58","60","61"
"male","group E","bachelor's degree","free/reduced","none","54","51","40"
"female","group D","some high school","standard","none","64","69","68"
"male","group C","bachelor's degree","standard","none","90","82","80"
"female","group C","high school","standard","none","74","87","82"
"male","group B","bachelor's degree","standard","none","89","80","81"
"female","group C","high school","standard","none","81","93","89"
"male","group D","high school","standard","none","71","72","68"
"female","group B","master's degree","free/reduced","none","52","62","62"
"male","group E","some college","standard","completed","80","81","74"
"female","group D","associate's degree","standard","none","71","62","68"
"female","group A","associate's degree","free/reduced","none","34","39","41"
"male","group C","high school","standard","completed","82","76","79"
"male","group C","associate's degree","free/reduced","none","36","39","35"
"male","group A","high school","standard","completed","63","75","71"
"female","group D","some college","standard","none","63","76","69"
"female","group D","associate's degree","free/reduced","none","86","88","86"
"female","group C","master's degree","standard","none","54","60","60"
"male","group C","high school","free/reduced","none","46","42","36"
"male","group D","associate's degree","standard","none","85","77","80"
"male","group D","master's degree","standard","completed","65","66","65"
"male","group E","associate's degree","standard","none","74","67","61"
"female","group B","associate's degree","standard","none","41","50","52"
"male","group B","master's degree","standard","completed","72","67","73"
"female","group A","bachelor's degree","standard","none","75","100","97"
"female","group D","some college","free/reduced","completed","47","61","65"
"male","group C","high school","standard","completed","62","52","48"
"female","group D","associate's degree","standard","none","78","82","77"
"female","group E","associate's degree","free/reduced","none","82","85","80"
"male","group E","some high school","standard","none","73","61","58"
"male","group D","associate's degree","standard","none","65","60","62"
"male","group B","some college","standard","none","67","61","50"
"female","group B","associate's degree","standard","completed","66","85","83"
"male","group D","bachelor's degree","standard","none","58","56","61"
"female","group B","some high school","free/reduced","none","68","85","76"
"female","group C","some high school","free/reduced","none","38","55","51"
"male","group D","high school","standard","none","66","60","52"
"female","group B","high school","free/reduced","none","28","47","45"
"male","group E","associate's degree","free/reduced","none","80","68","69"
"male","group E","some college","standard","none","92","79","82"
"female","group D","high school","standard","completed","62","67","74"
"male","group D","high school","standard","completed","77","77","76"
"male","group B","associate's degree","standard","none","88","81","77"
"male","group D","high school","free/reduced","none","70","72","65"
"female","group E","associate's degree","standard","none","87","82","81"
"female","group D","some college","standard","none","63","70","69"
"female","group C","some college","free/reduced","none","51","72","67"
"female","group D","associate's degree","free/reduced","none","57","63","74"
"female","group C","some college","standard","completed","69","93","91"
"female","group C","some high school","standard","completed","57","66","67"
"male","group B","some high school","standard","completed","90","81","82"
"female","group D","associate's degree","standard","none","60","61","62"
"male","group C","high school","standard","none","48","46","37"
"female","group D","associate's degree","free/reduced","none","78","71","80"
"female","group B","associate's degree","standard","completed","74","91","92"
"female","group C","high school","free/reduced","completed","62","78","74"
"female","group C","high school","standard","none","60","67","61"
"male","group A","some high school","free/reduced","none","63","53","56"
"female","group C","some high school","standard","completed","74","84","85"
"female","group B","high school","standard","none","88","93","90"
"female","group C","some college","free/reduced","none","49","66","61"
"female","group D","high school","free/reduced","none","44","58","58"
"female","group D","bachelor's degree","free/reduced","none","70","75","71"
"female","group C","high school","free/reduced","completed","69","76","84"
"male","group D","high school","standard","completed","63","69","64"
"male","group C","some college","free/reduced","none","71","70","63"
"male","group C","bachelor's degree","standard","none","88","77","77"
"female","group C","bachelor's degree","standard","none","79","97","92"
"male","group B","some college","free/reduced","none","50","60","52"
"male","group C","some college","free/reduced","none","35","28","33"
"female","group C","some college","free/reduced","none","58","84","80"
"female","group D","some high school","standard","none","55","62","64"
"female","group D","associate's degree","standard","none","60","75","67"
"female","group B","some college","free/reduced","none","67","88","83"
"female","group E","some high school","standard","none","72","77","76"
"female","group D","some high school","free/reduced","completed","65","73","81"
"male","group D","some college","free/reduced","completed","60","61","65"
"female","group C","master's degree","standard","none","57","61","61"
"female","group C","master's degree","free/reduced","completed","75","87","89"
"female","group D","associate's degree","free/reduced","none","76","81","77"
"female","group C","some college","standard","none","58","58","57"
"male","group B","high school","free/reduced","none","56","51","44"
"male","group E","some college","free/reduced","none","79","76","76"
"female","group B","some college","standard","none","73","89","85"
"female","group B","high school","standard","none","57","49","58"
"female","group C","some college","free/reduced","completed","37","51","55"
"female","group A","some college","standard","none","50","53","56"
"female","group B","high school","standard","none","44","62","57"
"male","group B","high school","free/reduced","none","55","55","43"
"male","group D","some college","standard","none","76","67","63"
"male","group B","associate's degree","standard","none","69","60","64"
"male","group B","some high school","standard","none","66","67","58"
"female","group B","bachelor's degree","free/reduced","none","75","72","80"
"male","group D","some college","standard","none","91","85","76"
"female","group D","some college","standard","none","81","85","85"
"female","group D","some high school","standard","none","61","57","63"
"male","group C","associate's degree","free/reduced","completed","69","80","76"
"female","group B","high school","standard","none","79","91","84"
"male","group D","some college","standard","none","81","73","74"
"male","group C","associate's degree","standard","none","71","66","58"
"female","group B","associate's degree","standard","none","46","52","56"
"male","group C","associate's degree","free/reduced","completed","77","73","65"
"female","group A","high school","free/reduced","none","31","49","43"
"female","group E","some high school","free/reduced","completed","68","68","70"
"male","group B","high school","standard","none","88","83","77"
"female","group B","associate's degree","standard","none","49","60","58"
"male","group E","some high school","standard","completed","84","76","79"
"female","group D","some high school","free/reduced","none","46","66","64"
"male","group E","high school","free/reduced","none","92","89","75"
"female","group B","associate's degree","standard","none","41","47","47"
"female","group B","associate's degree","standard","none","60","71","72"
"male","group B","associate's degree","standard","none","53","52","46"
"female","group E","some high school","free/reduced","none","73","85","79"
"female","group D","some high school","free/reduced","none","62","80","78"
"male","group C","some college","standard","none","86","82","85"
"male","group D","some high school","standard","none","48","48","46"
"male","group D","high school","standard","none","83","74","67"
"female","group B","high school","standard","completed","78","79","84"
"male","group B","some high school","free/reduced","completed","83","76","70"
"female","group A","some college","free/reduced","completed","84","93","89"
"male","group C","associate's degree","standard","none","75","64","65"
"male","group B","some high school","standard","none","84","86","83"
"female","group B","some high school","free/reduced","completed","36","42","48"
"male","group E","associate's degree","standard","none","82","64","65"
"female","group C","some high school","standard","none","57","67","62"
"male","group D","some high school","standard","completed","80","76","75"
"female","group D","bachelor's degree","standard","none","76","88","89"
"female","group C","high school","free/reduced","none","62","72","66"
"male","group E","associate's degree","free/reduced","none","90","81","80"
"male","group C","some college","standard","none","63","64","59"
"male","group B","bachelor's degree","free/reduced","none","71","66","67"
"female","group D","some college","standard","none","64","75","72"
"female","group B","high school","free/reduced","none","53","65","56"
"male","group E","some high school","free/reduced","completed","52","54","52"
"female","group C","high school","standard","completed","73","91","88"
"female","group D","high school","standard","completed","62","73","78"
"female","group A","some college","free/reduced","none","33","38","41"
"male","group C","associate's degree","standard","completed","70","75","73"
"female","group D","some college","free/reduced","none","42","72","69"
"female","group B","bachelor's degree","free/reduced","completed","45","67","67"
"female","group A","some high school","free/reduced","none","20","43","43"
"male","group D","some college","standard","none","89","87","84"
"male","group A","master's degree","standard","completed","95","85","91"
"female","group C","some high school","standard","none","71","86","86"
"female","group C","some college","standard","none","66","81","80"
"male","group A","high school","free/reduced","none","46","53","46"
"male","group C","some high school","standard","none","71","59","55"
"female","group A","associate's degree","standard","none","43","39","45"
"male","group B","master's degree","free/reduced","none","71","75","71"
"female","group A","high school","free/reduced","none","65","75","74"
"female","group C","associate's degree","free/reduced","completed","57","66","68"
"female","group D","associate's degree","standard","completed","84","95","100"
"male","group C","bachelor's degree","standard","none","73","69","67"
"female","group E","high school","standard","completed","78","82","83"
"male","group B","high school","standard","none","52","46","36"
"male","group E","high school","standard","completed","71","64","63"
"male","group C","some college","standard","none","93","91","85"
"female","group A","some college","free/reduced","none","57","70","70"
"female","group E","high school","standard","completed","60","79","72"
"male","group C","some high school","free/reduced","none","40","48","44"
"male","group C","some college","free/reduced","none","75","72","64"
"male","group A","master's degree","free/reduced","none","64","65","61"
"female","group C","some college","free/reduced","completed","21","42","44"
"female","group B","some high school","free/reduced","none","36","42","37"
"female","group E","high school","free/reduced","none","82","87","88"
"male","group C","high school","standard","completed","67","50","57"
"female","group D","associate's degree","free/reduced","none","61","67","67"
"female","group D","associate's degree","standard","none","79","89","85"
"male","group D","high school","free/reduced","none","51","50","47"
"male","group A","bachelor's degree","free/reduced","none","32","33","33"
"male","group B","high school","standard","none","61","57","51"
"male","group A","associate's degree","standard","none","69","60","62"
"female","group C","some high school","standard","none","79","86","77"
"male","group B","high school","free/reduced","none","73","64","64"
"female","group B","some high school","free/reduced","completed","42","60","58"
"female","group B","some high school","standard","completed","68","75","79"
"female","group C","associate's degree","standard","none","48","57","48"
"female","group B","some college","free/reduced","none","61","73","76"
"male","group D","some college","standard","none","91","82","74"
"female","group C","high school","standard","completed","82","100","98"
"female","group E","some college","standard","none","90","88","91"
"female","group A","associate's degree","standard","completed","77","89","94"
"male","group E","some high school","free/reduced","completed","69","76","77"
"female","group A","associate's degree","standard","none","81","86","84"
"male","group C","some high school","standard","none","79","72","69"
"male","group C","high school","free/reduced","none","63","68","66"
"female","group D","associate's degree","free/reduced","none","30","38","40"
"male","group B","high school","standard","none","85","77","73"
"male","group E","associate's degree","free/reduced","completed","48","45","41"
"male","group C","high school","standard","none","77","63","61"
"female","group D","some college","standard","none","81","91","93"
"male","group C","some college","standard","none","72","75","63"
"female","group B","associate's degree","standard","completed","85","99","97"
"female","group B","bachelor's degree","standard","none","79","85","76"
"female","group C","some college","standard","none","52","59","59"
"female","group C","associate's degree","standard","completed","59","75","73"
"male","group C","associate's degree","standard","none","59","55","56"
"female","group B","bachelor's degree","standard","completed","87","94","94"
"female","group D","some high school","free/reduced","none","71","80","87"
"female","group D","some high school","standard","none","40","48","47"
"male","group C","high school","standard","none","65","65","67"
"male","group D","associate's degree","free/reduced","completed","37","48","47"
"female","group B","associate's degree","standard","none","67","71","62"
"female","group C","high school","standard","none","80","80","82"
"female","group C","bachelor's degree","standard","none","63","65","68"
"female","group C","high school","standard","none","44","59","53"
"male","group D","associate's degree","standard","none","65","61","56"
"female","group D","some college","free/reduced","completed","36","59","64"
"male","group C","high school","standard","none","88","76","78"
"female","group C","some college","standard","none","72","79","76"
"female","group A","bachelor's degree","free/reduced","none","72","78","88"
"female","group C","bachelor's degree","standard","none","84","87","91"
"male","group E","some college","free/reduced","completed","83","74","73"
"female","group E","high school","free/reduced","none","59","72","69"
"male","group C","associate's degree","free/reduced","completed","62","66","65"
"male","group B","bachelor's degree","standard","none","64","57","62"
"female","group D","some college","free/reduced","none","59","63","69"
"female","group D","bachelor's degree","free/reduced","completed","38","59","59"
"female","group B","associate's degree","standard","completed","60","72","72"
"male","group D","associate's degree","standard","none","56","59","51"
"female","group D","associate's degree","standard","none","53","64","60"
"male","group B","high school","standard","none","53","46","48"
"male","group B","some college","free/reduced","none","81","75","76"
"female","group C","high school","standard","none","68","75","74"
"male","group D","some high school","free/reduced","none","61","52","53"
"female","group C","some college","standard","completed","60","67","67"
"male","group D","associate's degree","standard","none","84","77","72"
"male","group A","some high school","standard","none","61","53","44"
"male","group D","some high school","standard","none","80","76","75"
"male","group B","some high school","standard","completed","75","57","66"
"female","group E","some high school","standard","none","79","68","73"
"female","group A","high school","free/reduced","none","43","72","59"
"female","group C","some college","standard","none","55","51","53"
"female","group C","some college","free/reduced","completed","58","70","70"
"female","group D","some high school","standard","none","49","65","60"
"female","group C","bachelor's degree","standard","none","59","79","72"
"female","group C","bachelor's degree","standard","none","71","92","88"
"male","group E","high school","free/reduced","completed","90","86","83"
"female","group C","associate's degree","standard","completed","76","79","81"
"female","group B","bachelor's degree","standard","none","91","100","97"
"female","group B","associate's degree","standard","completed","67","80","84"
"male","group C","bachelor's degree","standard","completed","67","60","62"
"male","group B","associate's degree","standard","none","61","48","44"
"female","group C","high school","standard","none","48","60","61"
"male","group D","some college","standard","none","86","79","78"
"female","group C","some college","free/reduced","none","72","80","71"
"male","group D","bachelor's degree","free/reduced","none","69","68","65"
"male","group C","high school","free/reduced","none","51","51","44"
"male","group C","associate's degree","standard","none","55","53","48"
"female","group C","bachelor's degree","standard","none","59","67","66"
"female","group E","master's degree","standard","none","76","88","89"
"male","group C","associate's degree","standard","completed","92","91","97"
"female","group D","associate's degree","standard","completed","55","75","71"
"male","group C","master's degree","free/reduced","none","52","49","46"
"male","group E","associate's degree","free/reduced","none","53","56","49"
"female","group B","some high school","standard","none","42","54","54"
"female","group D","high school","free/reduced","none","59","72","66"
"male","group C","some high school","standard","none","59","47","48"
"female","group D","high school","free/reduced","completed","63","74","81"
"female","group D","some high school","free/reduced","completed","76","80","81"
"male","group B","some high school","standard","none","60","56","50"
"male","group C","associate's degree","standard","completed","66","65","64"
"male","group C","some high school","free/reduced","completed","40","45","39"
"male","group B","some college","standard","none","52","53","58"
"male","group C","some college","standard","completed","89","81","78"
"female","group C","some high school","standard","completed","57","66","67"
"female","group D","some college","standard","none","77","91","88"
"female","group E","high school","free/reduced","none","63","72","66"
"male","group C","associate's degree","standard","completed","88","72","72"
"male","group E","some college","standard","completed","91","89","89"
"female","group D","high school","free/reduced","none","33","51","48"
"male","group D","master's degree","standard","completed","99","98","100"
"male","group B","some high school","standard","none","88","84","77"
"female","group D","bachelor's degree","standard","none","71","69","75"
"male","group D","high school","free/reduced","none","50","44","45"
"female","group E","some high school","standard","none","79","64","74"
"male","group E","high school","free/reduced","none","79","78","70"
"female","group D","some high school","standard","completed","60","74","81"
"female","group D","associate's degree","standard","none","77","88","82"
"male","group C","some high school","standard","none","77","80","73"
"female","group C","master's degree","standard","none","65","65","71"
"female","group D","some high school","standard","completed","70","82","84"
"female","group A","some high school","standard","completed","63","73","73"
"female","group B","some college","free/reduced","none","24","36","34"
"female","group B","some high school","free/reduced","none","50","60","52"
"male","group C","associate's degree","standard","completed","69","63","63"
"male","group B","some college","standard","none","53","45","41"
"female","group C","associate's degree","free/reduced","none","54","69","65"
"female","group B","high school","standard","completed","73","79","81"
"female","group D","some college","standard","none","44","48","52"
"female","group B","some college","standard","completed","58","64","64"
"male","group D","high school","standard","none","54","39","41"
"female","group D","associate's degree","standard","none","51","66","64"
"male","group B","associate's degree","free/reduced","none","65","71","63"
"male","group B","associate's degree","standard","completed","66","66","69"
"male","group B","some college","standard","completed","63","47","52"
"male","group E","some college","free/reduced","none","64","53","47"
"female","group D","bachelor's degree","free/reduced","completed","41","66","62"
"male","group B","master's degree","free/reduced","none","57","54","51"
"female","group A","bachelor's degree","free/reduced","none","49","69","63"
"male","group C","some college","standard","none","75","62","61"
"female","group D","some high school","standard","completed","83","92","90"
"female","group E","associate's degree","free/reduced","none","45","38","38"
"male","group C","bachelor's degree","standard","none","68","59","56"
"male","group C","associate's degree","free/reduced","none","49","48","52"
"female","group E","some college","standard","completed","100","96","100"
"male","group D","high school","free/reduced","completed","77","61","71"
"male","group C","some college","standard","none","70","70","68"
"female","group D","associate's degree","standard","completed","57","66","75"
"male","group B","associate's degree","free/reduced","none","77","79","71"
"female","group D","some college","free/reduced","none","54","61","60"
"female","group A","some college","standard","none","45","49","54"
"male","group D","associate's degree","free/reduced","none","54","51","53"
"male","group B","bachelor's degree","free/reduced","none","47","57","52"
"female","group A","some college","standard","none","55","68","71"
"male","group D","some college","standard","completed","81","76","79"
