"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","some high school","standard","completed","90","98","100"
"male","group E","some college","standard","completed","85","81","82"
"female","group E","master's degree","standard","none","87","92","90"
"female","group C","some high school","standard","completed","61","77","72"
"female","group C","some college","standard","completed","54","62","68"
"female","group B","high school","free/reduced","none","31","48","42"
"male","group B","some college","free/reduced","none","37","44","33"
"male","group B","associate's degree","standard","completed","72","67","67"
"female","group E","master's degree","standard","none","65","71","73"
"male","group C","master's degree","standard","none","85","74","75"
"female","group C","high school","standard","none","60","60","52"
"female","group B","associate's degree","standard","none","65","71","67"
"female","group C","some high school","standard","completed","85","89","87"
"male","group C","associate's degree","standard","none","66","57","50"
"female","group A","some high school","free/reduced","completed","34","47","40"
"male","group C","bachelor's degree","standard","none","83","78","77"
"male","group C","high school","standard","completed","64","68","65"
"female","group B","associate's degree","standard","none","59","66","58"
"female","group C","some college","free/reduced","none","66","76","74"
"male","group E","some college","standard","none","67","59","53"
"female","group C","master's degree","standard","completed","73","94","97"
"female","group C","some high school","standard","none","82","84","84"
"female","group B","some college","standard","none","66","79","77"
"male","group B","associate's degree","standard","completed","53","54","52"
"female","group D","bachelor's degree","free/reduced","none","55","78","76"
"female","group C","some high school","standard","completed","78","86","89"
"male","group E","some high school","free/reduced","none","88","74","75"
"male","group D","some college","standard","completed","85","79","75"
"female","group B","associate's degree","standard","none","64","69","62"
"male","group E","high school","standard","completed","100","83","87"
"male","group C","associate's degree","standard","completed","74","71","79"
"male","group E","high school","standard","completed","72","66","65"
"male","group E","high school","free/reduced","none","87","85","77"
"female","group C","associate's degree","standard","none","91","100","97"
"male","group E","bachelor's degree","standard","none","97","86","82"
"female","group C","master's degree","standard","completed","83","93","97"
"male","group E","associate's degree","standard","none","76","59","58"
"female","group C","high school","standard","none","70","83","81"
"female","group D","some high school","free/reduced","completed","68","88","80"
"male","group A","some high school","free/reduced","completed","35","48","48"
"male","group D","some college","standard","none","96","93","88"
"male","group C","bachelor's degree","free/reduced","none","74","78","73"
"male","group E","bachelor's degree","standard","completed","78","77","77"
"male","group C","some college","standard","none","70","80","75"
"male","group E","bachelor's degree","standard","none","86","80","81"
"female","group B","master's degree","standard","completed","56","53","58"
"male","group C","associate's degree","standard","none","67","62","64"
"female","group B","bachelor's degree","free/reduced","completed","73","90","89"
"female","group C","some high school","standard","none","74","81","82"
"male","group C","associate's degree","standard","none","75","68","63"
"male","group D","master's degree","standard","none","95","87","94"
"male","group C","master's degree","free/reduced","none","39","44","36"
"female","group C","associate's degree","free/reduced","none","74","90","80"
"male","group C","some high school","standard","none","74","76","66"
"female","group B","some high school","standard","completed","79","83","87"
"female","group C","some college","free/reduced","none","57","64","52"
"female","group C","some college","standard","completed","82","100","95"
"male","group C","high school","free/reduced","none","62","57","50"
"male","group D","some college","standard","none","68","65","68"
"female","group E","high school","standard","none","77","88","80"
"female","group C","associate's degree","standard","none","63","75","70"
"male","group E","some high school","free/reduced","completed","84","77","71"
"female","group C","master's degree","standard","completed","59","76","74"
"female","group C","high school","free/reduced","none","56","69","71"
"female","group B","bachelor's degree","free/reduced","completed","65","77","79"
"male","group B","some college","standard","completed","63","69","63"
"female","group C","high school","standard","none","60","73","76"
"female","group B","high school","free/reduced","none","56","69","67"
"male","group D","some college","free/reduced","none","63","56","55"
"female","group E","associate's degree","standard","none","72","74","73"
"male","group B","some college","standard","completed","69","69","65"
"female","group D","bachelor's degree","standard","none","51","62","59"
"male","group C","associate's degree","standard","none","57","53","54"
"male","group B","bachelor's degree","standard","none","86","85","77"
"male","group C","some college","standard","completed","96","96","93"
"male","group C","some high school","standard","completed","72","79","73"
"female","group C","bachelor's degree","standard","none","47","49","51"
"male","group D","some college","standard","none","55","50","53"
"female","group B","high school","standard","none","65","73","63"
"male","group D","associate's degree","free/reduced","none","44","39","37"
"female","group D","high school","standard","none","60","75","75"
"female","group A","associate's degree","standard","none","54","69","63"
"male","group B","associate's degree","free/reduced","completed","66","67","68"
"male","group B","associate's degree","standard","none","67","50","54"
"male","group A","high school","free/reduced","none","42","49","41"
"male","group E","some college","standard","none","83","67","68"
"male","group C","bachelor's degree","standard","completed","88","80","84"
"female","group C","bachelor's degree","standard","none","76","85","80"
"male","group B","bachelor's degree","standard","none","82","75","76"
"female","group C","some college","standard","completed","73","87","88"
"male","group C","associate's degree","standard","none","57","60","51"
"female","group E","some college","standard","none","64","61","64"
"male","group D","some high school","standard","completed","63","70","65"
"female","group C","some college","standard","completed","72","71","72"
"female","group B","some college","standard","none","64","63","58"
"female","group B","high school","standard","completed","81","85","86"
"female","group C","associate's degree","standard","completed","62","76","72"
"female","group B","some high school","free/reduced","completed","68","91","85"
"male","group B","bachelor's degree","standard","completed","99","98","93"
"male","group B","associate's degree","standard","none","75","74","66"
"female","group E","some high school","standard","none","56","53","57"
"female","group E","some college","free/reduced","completed","88","94","93"
"female","group B","bachelor's degree","standard","none","51","66","69"
"female","group C","associate's degree","free/reduced","none","29","47","38"
"female","group B","associate's degree","standard","none","62","66","69"
"female","group B","high school","standard","completed","73","85","90"
"male","group C","high school","free/reduced","completed","63","69","67"
"male","group C","high school","standard","none","97","90","79"
"male","group D","some high school","free/reduced","completed","48","47","42"
"male","group C","high school","standard","none","62","64","57"
"male","group D","some college","standard","none","92","84","91"
"female","group C","high school","standard","none","52","63","59"
"female","group D","some college","standard","completed","67","75","81"
"male","group E","high school","standard","none","79","73","65"
"male","group A","high school","free/reduced","completed","69","75","70"
"male","group C","some high school","standard","completed","71","76","69"
"male","group A","bachelor's degree","standard","none","62","69","63"
"female","group E","high school","standard","completed","68","91","86"
"female","group C","some college","standard","none","60","72","71"
"male","group C","high school","standard","none","84","79","69"
"male","group E","some college","standard","none","86","90","84"
"male","group D","associate's degree","standard","none","92","91","88"
"male","group D","master's degree","standard","none","60","52","55"
"male","group C","associate's degree","standard","none","63","43","50"
"male","group A","some college","free/reduced","none","50","43","39"
"male","group E","high school","free/reduced","completed","68","59","57"
"female","group C","associate's degree","free/reduced","none","73","88","83"
"male","group B","high school","standard","none","82","88","74"
"female","group D","master's degree","standard","none","88","89","93"
"male","group C","master's degree","standard","none","73","69","66"
"female","group D","associate's degree","free/reduced","none","35","53","53"
"female","group B","master's degree","standard","none","61","58","64"
"female","group A","high school","free/reduced","none","33","37","40"
"male","group D","some college","standard","none","77","81","82"
"male","group C","associate's degree","standard","completed","75","67","67"
"male","group C","bachelor's degree","standard","none","85","77","70"
"female","group D","bachelor's degree","standard","none","95","100","100"
"male","group B","bachelor's degree","standard","none","61","67","68"
"male","group C","associate's degree","standard","completed","67","70","72"
"female","group C","bachelor's degree","free/reduced","completed","79","95","93"
"male","group C","master's degree","free/reduced","none","61","58","55"
"male","group B","associate's degree","standard","completed","52","61","57"
"male","group E","associate's degree","standard","completed","85","74","77"
"male","group A","some high school","standard","none","89","89","81"
"male","group B","associate's degree","standard","none","81","80","71"
"female","group D","some high school","standard","none","64","69","67"
"female","group D","associate's degree","standard","none","36","39","40"
"male","group C","some college","standard","completed","82","77","77"
"female","group D","bachelor's degree","standard","none","54","48","55"
"female","group D","high school","standard","completed","72","85","90"
"male","group A","some college","standard","completed","49","50","46"
"female","group B","some high school","free/reduced","none","35","38","43"
"female","group A","associate's degree","standard","none","73","76","76"
"female","group D","some college","standard","completed","62","73","78"
"female","group C","some high school","standard","none","61","67","72"
"female","group B","high school","standard","none","50","58","57"
"male","group A","some high school","standard","none","54","48","45"
"male","group C","high school","free/reduced","none","50","49","42"
"male","group C","associate's degree","standard","none","73","69","62"
"male","group C","high school","free/reduced","none","33","29","32"
"female","group B","master's degree","free/reduced","none","71","86","81"
"female","group D","master's degree","standard","completed","96","100","100"
"female","group E","some college","standard","none","77","72","73"
"female","group E","bachelor's degree","standard","completed","80","86","87"
"female","group C","some college","standard","none","71","76","70"
"male","group B","some college","standard","completed","65","61","63"
"male","group B","some college","standard","none","76","74","73"
"female","group C","associate's degree","standard","completed","53","64","63"
"female","group D","associate's degree","standard","completed","80","85","82"
"male","group C","high school","standard","none","91","81","79"
"male","group D","high school","standard","completed","80","75","81"
"female","group D","some college","free/reduced","completed","65","69","73"
"male","group C","high school","standard","completed","96","87","92"
"male","group B","high school","standard","none","52","49","41"
"female","group B","associate's degree","standard","completed","81","92","93"
"female","group C","some college","standard","completed","82","92","93"
"female","group B","some high school","standard","none","53","67","60"
"male","group C","some college","standard","none","51","58","46"
"female","group E","high school","standard","none","75","83","73"
"male","group D","high school","free/reduced","none","49","57","52"
"male","group C","high school","free/reduced","none","49","44","37"
"male","group A","bachelor's degree","standard","none","94","93","89"
"male","group C","high school","standard","none","72","52","49"
"female","group B","bachelor's degree","free/reduced","none","36","52","56"
"female","group B","high school","free/reduced","completed","62","65","71"
"male","group D","associate's degree","standard","none","91","77","78"
"male","group B","associate's degree","free/reduced","completed","40","50","46"
"male","group A","associate's degree","standard","none","92","76","80"
"female","group C","some college","free/reduced","completed","58","66","64"
"male","group D","master's degree","free/reduced","none","61","72","70"
"male","group A","associate's degree","standard","none","45","43","32"
"female","group E","associate's degree","standard","none","78","74","73"
"male","group A","high school","free/reduced","none","39","40","36"
"male","group A","high school","standard","none","68","65","61"
"female","group C","bachelor's degree","standard","none","85","90","84"
"female","group C","bachelor's degree","standard","none","63","77","79"
"male","group C","some high school","standard","none","68","59","55"
"female","group A","some high school","standard","none","68","79","77"
"male","group D","associate's degree","standard","none","99","88","81"
"female","group B","associate's degree","standard","completed","77","91","94"
"male","group C","high school","standard","completed","77","73","72"
"male","group A","associate's degree","standard","completed","66","54","55"
"female","group E","high school","standard","none","70","66","67"
"female","group D","associate's degree","free/reduced","none","37","47","50"
"female","group D","high school","standard","none","75","65","73"
"male","group C","high school","free/reduced","completed","71","70","68"
"female","group D","high school","standard","none","69","66","75"
"female","group D","high school","standard","none","63","75","71"
"female","group D","some high school","standard","completed","74","75","78"
"female","group A","some high school","standard","completed","71","86","79"
"male","group B","high school","standard","none","62","60","60"
"female","group C","some high school","standard","none","58","63","55"
"female","group D","some high school","standard","completed","75","87","93"
"male","group B","some college","standard","completed","77","81","78"
"male","group B","high school","free/reduced","completed","58","61","60"
"female","group C","bachelor's degree","free/reduced","none","67","81","74"
"male","group C","some high school","standard","completed","66","51","58"
"female","group C","some college","free/reduced","none","35","37","32"
"female","group D","some college","free/reduced","none","71","80","77"
"male","group D","bachelor's degree","standard","none","78","74","73"
"male","group E","associate's degree","standard","completed","79","68","72"
"female","group B","associate's degree","standard","completed","91","100","100"
"male","group B","some college","free/reduced","none","16","24","14"
"female","group A","some college","standard","none","67","80","77"
"female","group C","some college","standard","completed","62","78","81"
"male","group E","some high school","standard","completed","90","89","78"
"male","group B","some college","free/reduced","completed","75","83","75"
"male","group B","high school","free/reduced","none","26","36","24"
"female","group D","bachelor's degree","standard","none","64","80","75"
"female","group D","some high school","free/reduced","completed","59","80","76"
"female","group C","associate's degree","free/reduced","none","74","83","83"
"female","group B","some high school","free/reduced","none","20","36","30"
"female","group D","associate's degree","free/reduced","none","71","88","87"
"male","group E","some college","free/reduced","none","49","40","42"
"male","group B","some high school","standard","none","60","48","50"
"female","group B","associate's degree","standard","none","64","74","75"
"female","group C","bachelor's degree","standard","completed","81","88","91"
"male","group C","some college","standard","completed","93","90","93"
"male","group C","high school","free/reduced","none","47","41","42"
"female","group C","associate's degree","standard","none","61","72","66"
"female","group D","associate's degree","standard","none","48","57","54"
"male","group D","associate's degree","standard","none","78","59","66"
"male","group C","bachelor's degree","free/reduced","none","54","45","51"
"female","group B","some high school","standard","completed","51","61","64"
"female","group B","high school","standard","completed","75","71","79"
"male","group A","some high school","free/reduced","none","65","60","57"
"female","group C","high school","free/reduced","none","49","62","54"
"female","group B","some college","standard","none","82","82","80"
"female","group C","some college","free/reduced","none","62","71","67"
"male","group C","bachelor's degree","standard","none","55","52","52"
"male","group C","high school","standard","none","81","68","67"
"female","group E","high school","standard","none","68","67","62"
"male","group C","some high school","free/reduced","completed","66","62","61"
"female","group E","bachelor's degree","standard","none","73","80","75"
"male","group B","some college","standard","completed","57","62","61"
"male","group E","master's degree","standard","completed","100","93","97"
"male","group D","some high school","standard","none","49","48","49"
"female","group C","high school","standard","none","80","92","87"
"female","group C","associate's degree","standard","none","66","77","76"
"male","group C","some high school","standard","none","62","49","47"
"male","group B","bachelor's degree","standard","completed","57","62","55"
"female","group B","bachelor's degree","standard","none","67","84","84"
"male","group D","some high school","free/reduced","completed","76","69","68"
"female","group D","associate's degree","standard","none","76","82","87"
"female","group C","bachelor's degree","standard","completed","70","84","83"
"female","group C","master's degree","standard","none","68","74","71"
"male","group C","bachelor's degree","standard","none","64","58","59"
"male","group A","associate's degree","standard","completed","76","79","82"
"male","group C","high school","standard","none","74","64","59"
"female","group D","bachelor's degree","free/reduced","none","66","73","73"
"male","group B","some college","standard","completed","71","60","62"
"female","group B","some college","standard","none","67","87","82"
"female","group E","some high school","free/reduced","none","53","66","58"
"female","group B","high school","standard","none","55","67","64"
"female","group C","some college","standard","completed","96","100","100"
"female","group A","associate's degree","standard","none","53","69","68"
"female","group C","master's degree","free/reduced","completed","47","53","65"
"female","group C","some college","free/reduced","completed","81","86","88"
"female","group B","some college","free/reduced","none","57","67","71"
"male","group B","some high school","free/reduced","none","29","35","28"
"female","group C","some high school","standard","none","46","62","61"
"male","group E","high school","standard","completed","52","51","48"
"female","group C","some high school","free/reduced","none","24","42","32"
"male","group E","some college","standard","completed","80","74","67"
"female","group D","some college","standard","none","67","67","71"
"male","group B","some high school","free/reduced","none","76","67","67"
"male","group A","bachelor's degree","free/reduced","completed","80","73","79"
"female","group E","master's degree","standard","completed","85","90","100"
"male","group D","some high school","free/reduced","completed","39","37","39"
"male","group D","high school","free/reduced","none","61","64","58"
"female","group A","associate's degree","standard","completed","85","100","93"
"male","group B","bachelor's degree","free/reduced","none","61","57","51"
"female","group E","associate's degree","standard","none","83","80","81"
"male","group D","associate's degree","standard","none","65","62","58"
"male","group C","high school","standard","none","59","46","43"
"male","group B","associate's degree","standard","none","93","85","89"
"female","group A","bachelor's degree","free/reduced","completed","39","65","62"
"male","group D","some college","standard","none","79","81","69"
"male","group C","bachelor's degree","standard","completed","77","77","76"
"female","group B","high school","standard","completed","42","58","62"
"male","group C","some college","free/reduced","none","47","46","38"
"male","group C","associate's degree","standard","completed","91","83","81"
"male","group B","some college","free/reduced","completed","33","36","32"
"male","group E","some high school","free/reduced","none","67","63","54"
"female","group D","master's degree","standard","none","53","67","64"
"male","group C","associate's degree","standard","none","71","62","64"
"female","group D","some college","standard","none","77","83","91"
"male","group E","associate's degree","standard","none","85","78","78"
"female","group D","some college","standard","completed","43","54","57"
"male","group D","some college","standard","none","56","56","56"
"female","group D","master's degree","standard","none","94","100","100"
"male","group D","some college","standard","completed","97","87","88"
"male","group D","bachelor's degree","standard","none","72","59","64"
"male","group C","high school","free/reduced","none","60","60","56"
"female","group E","master's degree","free/reduced","completed","92","100","100"
"male","group D","some high school","standard","none","60","46","52"
"female","group C","some high school","standard","none","45","62","59"
"male","group D","associate's degree","free/reduced","none","77","75","73"
"male","group B","master's degree","free/reduced","completed","74","68","70"
"female","group C","associate's degree","free/reduced","completed","58","69","65"
"female","group C","some college","standard","none","55","62","64"
"female","group D","associate's degree","standard","none","71","60","62"
"male","group B","bachelor's degree","standard","completed","72","68","63"
"male","group C","some college","standard","none","90","79","74"
"female","group B","bachelor's degree","standard","completed","88","93","96"
"male","group C","associate's degree","standard","none","73","57","56"
"male","group B","high school","free/reduced","none","49","48","39"
"male","group A","associate's degree","free/reduced","none","43","39","32"
"female","group E","high school","standard","none","66","72","65"
"male","group D","some college","free/reduced","completed","55","57","63"
"male","group B","some high school","standard","none","89","84","81"
"female","group D","high school","standard","completed","53","70","73"
"male","group D","some college","standard","none","73","71","65"
"male","group B","some college","standard","completed","75","66","63"
"male","group B","some college","standard","none","58","53","50"
"female","group C","associate's degree","standard","completed","63","75","76"
"male","group B","associate's degree","standard","completed","64","61","63"
"female","group C","high school","free/reduced","none","57","73","69"
"female","group E","master's degree","standard","completed","99","100","100"
"female","group D","some high school","standard","completed","76","92","85"
"male","group B","associate's degree","standard","none","61","66","60"
"female","group C","some college","standard","none","67","77","76"
"female","group D","some college","standard","none","81","84","89"
"female","group D","associate's degree","standard","none","46","53","54"
"male","group B","some high school","standard","none","65","62","55"
"male","group E","some college","standard","none","63","65","51"
"male","group D","associate's degree","standard","none","88","82","81"
"male","group D","bachelor's degree","free/reduced","none","71","75","70"
"female","group C","master's degree","free/reduced","completed","79","86","80"
"male","group C","bachelor's degree","free/reduced","none","70","68","64"
"female","group D","some high school","standard","none","54","56","55"
"male","group C","bachelor's degree","standard","completed","75","72","68"
"male","group C","high school","free/reduced","completed","46","51","51"
"male","group D","associate's degree","standard","none","88","74","77"
"male","group B","bachelor's degree","standard","completed","68","68","67"
"female","group B","high school","free/reduced","none","66","75","70"
"male","group E","associate's degree","standard","none","83","65","67"
"male","group E","some high school","free/reduced","completed","62","55","53"
"male","group B","associate's degree","standard","none","62","69","64"
"female","group D","bachelor's degree","standard","none","79","90","86"
"female","group E","high school","standard","completed","56","63","66"
"female","group D","some high school","standard","none","64","71","68"
"male","group B","high school","standard","none","70","66","64"
"male","group A","high school","free/reduced","none","68","75","67"
"female","group E","some high school","standard","completed","87","82","88"
"female","group C","high school","free/reduced","none","63","72","68"
"female","group C","some college","free/reduced","none","65","84","84"
"female","group D","some high school","standard","completed","68","81","90"
"male","group C","some college","standard","none","42","43","38"
"female","group E","some high school","standard","none","63","63","64"
"male","group B","some college","free/reduced","completed","76","70","78"
"female","group E","master's degree","free/reduced","none","71","85","79"
"male","group E","some high school","free/reduced","none","59","49","46"
"female","group C","bachelor's degree","free/reduced","completed","57","67","70"
"male","group A","some college","standard","none","74","61","58"
"male","group E","some college","standard","none","97","96","90"
"male","group C","some high school","standard","completed","71","67","61"
"male","group C","high school","standard","none","86","84","78"
"male","group B","bachelor's degree","free/reduced","none","80","82","78"
"male","group D","master's degree","free/reduced","completed","64","59","64"
"female","group A","associate's degree","standard","none","49","61","60"
"male","group E","master's degree","free/reduced","none","65","70","66"
"male","group C","some college","standard","completed","73","70","66"
"female","group C","high school","standard","none","37","44","47"
"female","group C","some college","standard","none","70","83","80"
"male","group C","high school","standard","none","65","62","64"
"female","group E","bachelor's degree","standard","completed","88","97","94"
"female","group D","associate's degree","free/reduced","none","56","64","67"
"female","group A","associate's degree","standard","none","70","91","90"
"female","group C","some college","standard","completed","81","90","97"
"male","group B","some high school","standard","completed","77","71","68"
"male","group D","high school","free/reduced","none","66","69","60"
"male","group C","bachelor's degree","standard","none","66","52","49"
"male","group E","bachelor's degree","free/reduced","none","79","68","69"
"male","group D","high school","standard","none","58","51","52"
"female","group C","some high school","standard","completed","78","86","87"
"male","group E","some college","standard","none","65","64","61"
"female","group E","some college","free/reduced","none","65","73","66"
"male","group D","associate's degree","free/reduced","none","67","66","58"
"female","group B","associate's degree","free/reduced","none","80","86","79"
"female","group D","associate's degree","free/reduced","none","76","86","92"
"male","group D","some college","free/reduced","none","62","69","62"
"male","group C","some high school","standard","completed","66","65","58"
"female","group B","associate's degree","free/reduced","none","68","79","75"
"male","group C","associate's degree","standard","none","59","61","60"
"male","group D","bachelor's degree","standard","none","98","84","83"
"female","group B","master's degree","standard","completed","70","85","88"
"male","group B","high school","standard","completed","75","70","69"
"male","group C","bachelor's degree","free/reduced","none","60","73","72"
"female","group C","some high school","free/reduced","none","69","74","78"
"male","group E","high school","standard","completed","97","93","95"
"female","group D","master's degree","free/reduced","none","70","73","79"
"male","group C","bachelor's degree","standard","none","71","75","68"
"female","group A","master's degree","standard","none","69","88","80"
"female","group D","associate's degree","standard","none","70","74","78"
"male","group E","high school","standard","none","67","47","48"
"male","group D","some high school","standard","none","80","73","71"
"male","group D","high school","free/reduced","none","70","57","53"
"female","group E","associate's degree","free/reduced","completed","78","88","94"
"male","group E","associate's degree","free/reduced","none","82","64","69"
"male","group A","high school","standard","none","56","61","52"
"female","group C","some college","standard","none","84","98","91"
"male","group D","some high school","standard","completed","58","46","54"
"female","group B","bachelor's degree","free/reduced","none","82","84","83"
"male","group C","bachelor's degree","free/reduced","none","67","71","66"
"male","group D","some college","standard","none","72","54","50"
"female","group C","high school","standard","none","68","66","70"
"female","group B","master's degree","free/reduced","none","57","68","66"
"female","group B","some college","standard","completed","58","60","66"
"male","group C","bachelor's degree","standard","none","75","67","64"
"female","group E","some high school","standard","completed","81","94","93"
