"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group E","bachelor's degree","standard","none","98","90","93"
"male","group D","some high school","standard","none","56","49","52"
"female","group D","bachelor's degree","free/reduced","none","55","64","69"
"female","group B","some college","standard","none","64","70","63"
"female","group A","some college","free/reduced","none","55","62","65"
"male","group D","some college","standard","completed","61","59","59"
"male","group E","some college","standard","none","70","60","54"
"male","group C","some high school","standard","none","60","54","53"
"female","group A","high school","standard","completed","64","62","62"
"female","group A","master's degree","standard","completed","63","75","79"
"female","group D","high school","standard","none","79","87","82"
"male","group B","some high school","standard","none","87","80","74"
"female","group C","associate's degree","standard","none","75","75","79"
"male","group D","high school","free/reduced","none","48","48","50"
"male","group D","high school","free/reduced","none","40","34","37"
"female","group E","some college","standard","completed","94","99","98"
"male","group E","associate's degree","standard","completed","94","83","84"
"female","group D","master's degree","free/reduced","none","54","72","67"
"female","group C","some college","standard","none","57","55","63"
"female","group E","bachelor's degree","standard","none","88","84","80"
"female","group C","associate's degree","standard","completed","84","91","93"
"male","group C","some high school","free/reduced","none","44","45","40"
"male","group B","some college","standard","none","66","57","46"
"female","group B","associate's degree","standard","none","67","77","72"
"male","group D","some college","standard","none","78","83","76"
"male","group C","associate's degree","standard","completed","58","56","62"
"male","group D","associate's degree","standard","none","80","84","81"
"female","group D","associate's degree","standard","completed","58","59","67"
"female","group E","master's degree","standard","completed","94","84","92"
"male","group E","some high school","standard","none","58","62","55"
"female","group E","bachelor's degree","free/reduced","completed","74","83","77"
"female","group C","associate's degree","free/reduced","completed","56","69","69"
"male","group D","high school","standard","none","73","77","70"
"female","group D","high school","free/reduced","none","54","61","56"
"male","group C","some college","standard","none","55","49","44"
"male","group C","some college","free/reduced","completed","55","47","47"
"female","group B","some college","free/reduced","completed","59","70","74"
"male","group E","some college","standard","completed","100","95","94"
"male","group C","bachelor's degree","free/reduced","none","76","65","70"
"male","group C","some college","free/reduced","none","59","61","55"
"male","group E","associate's degree","standard","none","73","65","63"
"female","group C","some college","free/reduced","none","44","60","57"
"female","group C","associate's degree","standard","completed","82","97","90"
"female","group C","associate's degree","free/reduced","none","72","90","87"
"male","group C","bachelor's degree","free/reduced","none","70","72","63"
"male","group D","associate's degree","standard","none","72","52","58"
"male","group D","high school","free/reduced","none","71","75","78"
"female","group B","some college","standard","completed","70","75","77"
"female","group B","some high school","free/reduced","none","69","80","80"
"male","group C","bachelor's degree","standard","none","76","73","69"
"female","group A","bachelor's degree","standard","none","59","66","66"
"female","group E","bachelor's degree","standard","none","65","79","71"
"male","group C","high school","standard","completed","69","74","63"
"male","group C","associate's degree","standard","none","52","55","48"
"male","group D","some high school","free/reduced","completed","71","77","78"
"female","group D","some high school","free/reduced","completed","57","65","72"
"male","group E","some college","free/reduced","none","79","72","70"
"male","group D","some college","free/reduced","none","58","52","61"
"female","group C","some college","standard","none","62","73","74"
"male","group C","high school","standard","none","49","47","46"
"female","group D","some high school","free/reduced","completed","31","45","53"
"female","group C","some college","free/reduced","none","57","73","68"
"female","group C","bachelor's degree","standard","completed","100","100","100"
"female","group B","some high school","standard","none","55","64","59"
"female","group A","associate's degree","standard","none","49","52","50"
"male","group B","some college","standard","none","71","65","63"
"male","group C","some high school","standard","completed","78","84","80"
"female","group B","associate's degree","standard","none","53","61","60"
"female","group B","master's degree","free/reduced","completed","47","68","66"
"female","group E","some college","standard","none","99","97","95"
"male","group D","some high school","free/reduced","none","28","22","21"
"male","group E","some college","standard","completed","76","66","70"
"female","group C","bachelor's degree","standard","none","40","50","48"
"female","group C","associate's degree","standard","none","49","65","63"
"male","group C","some college","standard","completed","68","67","68"
"female","group E","master's degree","standard","none","98","100","100"
"male","group C","some high school","free/reduced","none","49","45","42"
"male","group C","some college","free/reduced","none","71","59","62"
"female","group D","bachelor's degree","free/reduced","none","89","92","90"
"female","group C","high school","free/reduced","none","48","59","61"
"male","group D","associate's degree","standard","completed","81","78","73"
"female","group C","high school","standard","completed","38","63","60"
"female","group E","bachelor's degree","standard","completed","86","94","92"
"female","group D","associate's degree","standard","completed","66","81","79"
"male","group D","some high school","free/reduced","none","62","62","59"
"female","group C","some high school","standard","none","80","96","93"
"female","group A","associate's degree","free/reduced","none","65","79","77"
"female","group E","some high school","standard","none","76","71","67"
"female","group B","some college","standard","none","55","62","64"
"male","group B","associate's degree","standard","none","70","65","64"
"male","group C","bachelor's degree","standard","none","99","88","90"
"female","group C","some college","standard","completed","48","61","66"
"male","group E","some college","standard","none","92","84","84"
"female","group D","master's degree","standard","none","94","94","97"
"female","group D","associate's degree","free/reduced","none","58","71","70"
"male","group E","associate's degree","standard","none","76","65","66"
"female","group E","bachelor's degree","standard","none","81","87","87"
"female","group D","high school","standard","completed","73","77","80"
"male","group D","high school","standard","none","70","45","57"
"male","group C","some college","standard","completed","55","55","56"
"female","group D","some high school","standard","completed","77","84","87"
"male","group C","bachelor's degree","standard","none","85","70","76"
"male","group E","some college","free/reduced","none","63","60","57"
"female","group E","some college","standard","none","67","81","77"
"male","group B","some college","standard","none","77","69","65"
"female","group D","associate's degree","standard","none","65","76","77"
"male","group B","associate's degree","standard","none","78","77","72"
"male","group D","bachelor's degree","standard","completed","97","99","92"
"female","group B","bachelor's degree","free/reduced","none","54","74","67"
"male","group C","associate's degree","free/reduced","completed","52","45","45"
"male","group B","some college","free/reduced","completed","54","62","60"
"male","group B","associate's degree","free/reduced","none","45","52","47"
"female","group B","high school","free/reduced","none","48","55","47"
"female","group C","some high school","free/reduced","none","69","83","76"
"female","group C","associate's degree","standard","completed","76","78","77"
"female","group B","high school","free/reduced","none","38","50","50"
"male","group E","some college","free/reduced","none","77","74","63"
"male","group A","bachelor's degree","free/reduced","completed","73","67","69"
"female","group A","associate's degree","standard","completed","53","57","66"
"female","group B","some college","standard","none","35","36","40"
"female","group E","associate's degree","standard","none","90","85","82"
"male","group D","some high school","standard","completed","81","85","83"
"male","group A","associate's degree","free/reduced","none","76","79","74"
"male","group B","some college","free/reduced","none","60","53","48"
"female","group C","some college","standard","completed","61","72","74"
"male","group B","high school","standard","completed","56","53","50"
"male","group A","high school","standard","none","70","61","50"
"female","group C","associate's degree","standard","none","61","67","62"
"female","group D","associate's degree","standard","completed","95","95","100"
"male","group B","associate's degree","standard","none","81","86","71"
"female","group E","some high school","standard","completed","66","88","88"
"male","group C","associate's degree","standard","completed","100","94","96"
"male","group D","master's degree","standard","none","75","75","72"
"female","group E","associate's degree","free/reduced","completed","69","77","76"
"female","group C","high school","standard","completed","53","57","59"
"male","group B","high school","standard","completed","77","77","76"
"female","group C","high school","free/reduced","none","38","59","55"
"female","group B","bachelor's degree","standard","none","66","84","85"
"male","group E","bachelor's degree","standard","none","100","93","94"
"female","group D","master's degree","standard","none","51","64","65"
"male","group C","bachelor's degree","standard","none","60","70","64"
"male","group B","bachelor's degree","free/reduced","completed","65","67","66"
"male","group C","high school","standard","completed","77","73","68"
"female","group D","master's degree","free/reduced","none","53","62","68"
"male","group C","some college","standard","none","69","66","61"
"male","group C","some college","standard","completed","90","80","87"
"female","group C","some high school","standard","completed","77","84","86"
"female","group C","some college","standard","completed","70","79","80"
"male","group E","high school","standard","completed","100","91","86"
"male","group B","some college","standard","completed","83","75","82"
"male","group D","bachelor's degree","standard","none","72","62","61"
"female","group C","high school","standard","none","59","68","66"
"male","group C","associate's degree","standard","none","65","70","63"
"female","group B","some high school","standard","none","66","72","63"
"female","group A","some high school","standard","completed","53","67","66"
"male","group A","high school","free/reduced","none","51","49","48"
"male","group C","high school","standard","none","81","75","70"
"female","group C","some high school","standard","none","63","66","66"
"female","group C","bachelor's degree","free/reduced","none","45","48","54"
"female","group A","high school","standard","none","62","72","70"
"male","group D","high school","standard","none","84","95","85"
"male","group C","bachelor's degree","standard","completed","73","64","66"
"male","group C","bachelor's degree","free/reduced","none","58","62","53"
"male","group C","bachelor's degree","standard","completed","74","67","71"
"female","group D","associate's degree","free/reduced","none","57","68","69"
"female","group A","some college","standard","none","79","92","88"
"male","group B","bachelor's degree","standard","none","82","75","76"
"female","group C","some high school","standard","none","59","63","56"
"male","group C","bachelor's degree","free/reduced","none","58","55","53"
"female","group C","high school","standard","none","94","84","89"
"male","group C","high school","free/reduced","completed","58","64","67"
"female","group B","some high school","free/reduced","none","47","64","64"
"female","group A","some college","free/reduced","none","76","84","81"
"male","group C","high school","standard","none","71","64","65"
"male","group E","bachelor's degree","standard","none","65","60","56"
"female","group D","master's degree","standard","none","83","91","86"
"male","group B","some high school","standard","completed","69","75","73"
"male","group C","some high school","free/reduced","none","60","59","48"
"male","group D","associate's degree","standard","none","97","83","83"
"male","group A","associate's degree","standard","none","78","62","64"
"male","group A","some college","standard","completed","69","62","62"
"male","group E","high school","standard","completed","83","82","83"
"male","group B","associate's degree","standard","none","63","59","58"
"male","group C","master's degree","standard","none","78","75","71"
"male","group A","associate's degree","standard","completed","58","59","59"
"female","group C","bachelor's degree","free/reduced","completed","57","69","71"
"male","group C","some high school","free/reduced","completed","45","56","50"
"male","group C","high school","standard","completed","48","42","35"
"female","group D","master's degree","free/reduced","completed","64","68","69"
"female","group B","some high school","standard","completed","47","60","59"
"female","group B","high school","standard","none","77","74","71"
"female","group A","high school","standard","none","52","59","57"
"male","group E","master's degree","standard","none","59","43","44"
"male","group B","some high school","standard","none","57","45","43"
"male","group D","some college","standard","none","78","62","62"
"female","group E","some college","standard","none","70","66","69"
"male","group C","master's degree","standard","completed","57","53","56"
"male","group E","some high school","standard","none","60","62","50"
"male","group C","high school","standard","none","62","61","58"
"female","group A","high school","free/reduced","none","33","45","46"
"female","group E","bachelor's degree","standard","completed","95","86","96"
"male","group D","associate's degree","free/reduced","none","76","71","68"
"female","group D","associate's degree","free/reduced","completed","79","90","95"
"female","group D","some high school","free/reduced","none","58","60","60"
"male","group E","some high school","standard","none","79","78","67"
"male","group D","master's degree","standard","none","90","85","85"
"female","group E","associate's degree","free/reduced","none","54","63","62"
"male","group E","some college","standard","completed","94","88","85"
"female","group C","some high school","standard","none","71","88","86"
"male","group D","associate's degree","free/reduced","none","73","68","66"
"male","group B","some college","free/reduced","none","81","74","74"
"female","group C","high school","free/reduced","none","67","84","77"
"male","group D","associate's degree","standard","none","50","55","53"
"male","group E","some high school","standard","none","56","53","40"
"female","group D","associate's degree","standard","none","69","81","78"
"male","group B","some college","standard","completed","97","95","94"
"female","group D","some college","standard","completed","65","78","87"
"female","group D","some college","standard","none","91","95","92"
"male","group D","some high school","standard","none","75","74","71"
"male","group B","high school","free/reduced","none","51","42","46"
"male","group E","some college","standard","none","82","66","65"
"female","group C","high school","standard","none","55","54","60"
"female","group C","associate's degree","free/reduced","completed","51","63","70"
"male","group B","associate's degree","free/reduced","none","58","60","49"
"male","group C","master's degree","standard","none","97","90","91"
"male","group C","some high school","standard","none","67","60","55"
"female","group E","bachelor's degree","standard","none","85","94","88"
"female","group B","some college","standard","none","77","77","73"
"male","group E","some high school","standard","none","88","85","76"
"male","group A","master's degree","standard","none","79","65","65"
"female","group B","some high school","standard","none","60","74","70"
"male","group E","associate's degree","free/reduced","none","79","73","72"
"male","group D","associate's degree","standard","none","75","64","61"
"female","group C","some college","standard","none","61","67","69"
"male","group B","associate's degree","free/reduced","completed","72","74","76"
"female","group B","some high school","standard","completed","50","49","52"
"male","group C","some college","standard","none","85","81","79"
"female","group C","some college","standard","none","58","63","57"
"female","group C","some college","standard","completed","54","72","75"
"male","group C","some high school","free/reduced","none","54","43","41"
"female","group B","high school","standard","none","81","75","73"
"female","group C","some college","standard","completed","73","63","74"
"male","group C","bachelor's degree","free/reduced","none","47","48","45"
"female","group C","high school","free/reduced","none","44","63","58"
"male","group B","associate's degree","standard","completed","83","82","82"
"female","group E","some high school","standard","none","71","63","68"
"female","group B","associate's degree","standard","none","79","82","82"
"male","group B","high school","free/reduced","none","36","39","31"
"male","group D","high school","standard","none","60","56","55"
"male","group B","associate's degree","free/reduced","none","58","56","54"
"female","group D","master's degree","free/reduced","completed","72","87","91"
"female","group C","high school","standard","none","65","72","70"
"female","group A","some high school","standard","none","73","86","72"
"male","group B","associate's degree","standard","completed","66","55","59"
"female","group C","some high school","standard","completed","74","76","90"
"female","group B","high school","standard","none","53","64","58"
"male","group B","some high school","standard","completed","98","97","86"
"male","group E","master's degree","standard","none","77","64","61"
"male","group B","some college","standard","none","70","68","60"
"male","group D","associate's degree","standard","none","86","76","72"
"male","group C","some college","standard","completed","89","91","87"
"male","group D","bachelor's degree","standard","completed","55","62","64"
"male","group E","some college","free/reduced","completed","42","39","38"
"female","group C","some college","free/reduced","none","61","67","64"
"female","group B","bachelor's degree","standard","completed","45","64","70"
"female","group C","some high school","standard","none","60","68","71"
"male","group C","high school","standard","completed","74","72","70"
"female","group C","associate's degree","standard","completed","96","100","100"
"female","group C","high school","standard","none","59","73","69"
"male","group E","some college","standard","completed","88","84","85"
"male","group C","some college","free/reduced","none","49","38","38"
"male","group B","high school","standard","completed","56","59","58"
"female","group E","bachelor's degree","standard","none","94","97","95"
"male","group D","associate's degree","free/reduced","completed","89","87","91"
"female","group B","associate's degree","standard","none","71","62","70"
"female","group E","high school","standard","none","90","95","87"
"female","group D","associate's degree","free/reduced","none","64","76","78"
"female","group C","associate's degree","standard","none","55","64","58"
"female","group B","high school","free/reduced","none","30","45","39"
"male","group D","some college","standard","completed","59","62","61"
"female","group D","associate's degree","standard","none","85","99","98"
"male","group D","high school","standard","none","77","73","69"
"male","group B","associate's degree","standard","none","64","72","70"
"female","group E","some high school","standard","none","89","88","85"
"female","group B","some high school","free/reduced","completed","72","94","91"
"female","group E","some high school","free/reduced","completed","82","91","93"
"male","group C","bachelor's degree","standard","none","62","60","58"
"male","group B","some college","standard","none","76","71","68"
"male","group E","some high school","free/reduced","completed","75","77","72"
"female","group B","master's degree","free/reduced","none","57","58","58"
"male","group B","some college","standard","none","76","76","65"
"female","group E","high school","standard","none","91","100","96"
"female","group C","master's degree","free/reduced","completed","67","73","74"
"female","group E","bachelor's degree","free/reduced","none","72","77","79"
"male","group A","some high school","standard","completed","51","47","48"
"female","group C","some high school","standard","none","65","66","64"
"female","group A","associate's degree","free/reduced","none","37","51","46"
"male","group B","high school","standard","completed","70","73","74"
"female","group C","high school","free/reduced","none","33","48","42"
"male","group C","associate's degree","standard","none","89","75","72"
"female","group E","some high school","standard","completed","79","82","90"
"male","group C","high school","standard","none","77","73","71"
"male","group E","associate's degree","free/reduced","none","74","71","68"
"female","group D","high school","standard","completed","87","99","94"
"male","group C","associate's degree","free/reduced","completed","32","39","36"
"male","group B","some high school","standard","completed","49","43","39"
"female","group C","high school","free/reduced","none","47","66","63"
"female","group E","associate's degree","standard","none","78","83","79"
"female","group D","some college","standard","completed","84","90","93"
"male","group B","some college","standard","none","76","66","61"
"female","group B","associate's degree","free/reduced","none","51","54","57"
"female","group A","master's degree","free/reduced","none","52","63","64"
"female","group D","high school","standard","none","53","60","61"
"female","group D","bachelor's degree","standard","completed","80","85","98"
"male","group E","high school","free/reduced","none","54","64","53"
"female","group D","associate's degree","standard","none","64","66","67"
"male","group B","master's degree","standard","none","81","73","77"
"male","group C","some high school","standard","completed","50","37","44"
"male","group B","bachelor's degree","free/reduced","none","47","52","42"
"male","group B","some high school","free/reduced","none","62","64","56"
"female","group C","bachelor's degree","standard","none","61","65","60"
"male","group E","associate's degree","standard","none","89","83","79"
"female","group A","some high school","free/reduced","completed","78","93","90"
"female","group C","some high school","free/reduced","none","48","66","63"
"female","group D","high school","free/reduced","completed","72","93","88"
"male","group E","some high school","standard","completed","62","52","46"
"female","group C","some high school","standard","none","49","56","56"
"male","group D","associate's degree","standard","completed","60","59","61"
"male","group D","master's degree","free/reduced","none","91","87","88"
"male","group C","some college","standard","none","75","69","67"
"male","group C","bachelor's degree","standard","completed","96","86","92"
"female","group D","associate's degree","standard","none","63","69","65"
"female","group C","high school","free/reduced","completed","38","54","59"
"male","group D","some college","standard","completed","76","73","83"
"female","group C","high school","free/reduced","completed","53","58","52"
"male","group A","bachelor's degree","free/reduced","none","43","46","44"
"male","group C","some high school","standard","none","78","84","73"
"male","group B","associate's degree","standard","none","66","55","49"
"male","group C","master's degree","standard","none","76","64","66"
"female","group C","some high school","free/reduced","none","39","57","46"
"male","group C","associate's degree","free/reduced","completed","62","58","60"
"female","group B","some college","standard","none","54","53","56"
"male","group C","associate's degree","standard","completed","79","78","79"
"male","group C","bachelor's degree","free/reduced","none","62","57","52"
"female","group D","some college","free/reduced","completed","55","57","64"
"female","group C","some college","standard","none","66","69","63"
"female","group B","some college","free/reduced","completed","60","75","78"
"male","group D","some high school","standard","completed","84","87","85"
"female","group E","some college","free/reduced","none","76","83","80"
"female","group C","some high school","standard","none","50","57","53"
"male","group D","associate's degree","standard","none","90","86","85"
"female","group D","some college","standard","none","68","58","72"
"male","group D","bachelor's degree","free/reduced","none","63","58","59"
"female","group E","master's degree","standard","none","69","62","73"
"male","group C","associate's degree","standard","completed","100","94","96"
"male","group D","bachelor's degree","free/reduced","completed","52","55","62"
"female","group D","some high school","standard","completed","63","71","75"
"male","group B","high school","free/reduced","none","51","53","53"
"female","group C","master's degree","free/reduced","none","67","67","65"
"male","group D","associate's degree","standard","none","99","84","83"
"female","group C","bachelor's degree","standard","none","76","81","74"
"male","group C","associate's degree","standard","none","85","82","73"
"male","group E","some high school","standard","none","74","68","62"
"female","group B","some college","standard","none","75","82","80"
"male","group D","some high school","standard","none","87","91","78"
"female","group B","some high school","standard","none","79","90","85"
"male","group D","associate's degree","standard","none","52","50","49"
"male","group C","some college","free/reduced","none","57","61","57"
"male","group D","some high school","free/reduced","none","62","44","46"
"male","group B","master's degree","free/reduced","completed","59","74","64"
"female","group E","some college","standard","none","70","72","74"
"female","group D","some high school","standard","none","56","65","65"
"male","group C","bachelor's degree","standard","completed","85","79","80"
"female","group C","some high school","standard","none","51","52","53"
"male","group E","some college","free/reduced","none","88","74","72"
"male","group B","associate's degree","free/reduced","none","75","77","66"
"female","group D","some high school","standard","completed","62","72","74"
"male","group B","some college","free/reduced","none","41","45","37"
"male","group C","high school","free/reduced","completed","53","56","54"
"male","group C","some high school","standard","none","82","76","70"
"male","group C","bachelor's degree","standard","none","55","52","55"
"male","group C","high school","standard","completed","91","86","88"
"female","group E","some college","standard","none","81","85","81"
"female","group E","some high school","free/reduced","completed","64","78","71"
"female","group E","some high school","free/reduced","none","72","83","74"
"female","group C","some college","standard","completed","70","81","88"
"male","group B","some college","standard","completed","62","65","57"
"female","group D","bachelor's degree","standard","none","85","97","92"
"female","group C","bachelor's degree","free/reduced","none","62","72","74"
"female","group A","associate's degree","standard","none","73","77","75"
"male","group E","associate's degree","free/reduced","none","89","74","76"
"female","group C","high school","standard","none","60","67","69"
"female","group C","bachelor's degree","standard","none","62","63","65"
"male","group E","associate's degree","free/reduced","none","66","57","58"
"male","group B","bachelor's degree","standard","none","74","71","74"
"female","group A","high school","free/reduced","completed","47","61","65"
"male","group B","associate's degree","standard","completed","56","56","59"
"female","group C","bachelor's degree","free/reduced","completed","65","92","89"
"male","group C","some high school","standard","none","74","70","69"
"male","group C","high school","free/reduced","completed","59","66","56"
"male","group B","some college","free/reduced","none","45","49","53"
"male","group B","associate's degree","free/reduced","completed","76","75","81"
"female","group B","associate's degree","standard","none","63","85","79"
"male","group C","associate's degree","standard","none","66","77","69"
"female","group E","some high school","standard","none","60","41","44"
"male","group C","associate's degree","standard","completed","63","66","70"
"female","group D","bachelor's degree","standard","none","55","61","57"
"female","group A","some high school","standard","none","65","75","77"
"female","group C","some college","free/reduced","completed","56","69","75"
"male","group D","bachelor's degree","standard","none","79","81","82"
"female","group D","associate's degree","standard","completed","83","97","97"
"female","group A","bachelor's degree","free/reduced","none","76","91","87"
"female","group B","bachelor's degree","free/reduced","completed","63","72","78"
"female","group E","associate's degree","standard","none","72","75","73"
"female","group B","bachelor's degree","free/reduced","none","33","46","50"
"male","group C","bachelor's degree","free/reduced","completed","79","84","82"
"female","group B","high school","standard","completed","65","71","73"
"female","group D","associate's degree","standard","completed","78","82","82"
"female","group B","some college","free/reduced","none","45","60","62"
"female","group D","high school","standard","completed","60","82","82"
"male","group C","high school","standard","none","80","69","66"
"male","group B","associate's degree","free/reduced","completed","87","87","87"
"female","group B","some college","standard","none","52","65","68"
"female","group E","some high school","free/reduced","none","74","79","76"
"male","group B","some high school","standard","none","69","77","69"
"female","group B","some high school","free/reduced","completed","52","75","76"
"female","group B","associate's degree","standard","none","53","72","68"
"female","group A","high school","free/reduced","none","40","57","49"
"male","group B","high school","standard","completed","78","79","80"
"female","group E","associate's degree","free/reduced","none","67","72","79"
"male","group C","high school","standard","none","54","62","50"
"male","group D","some high school","standard","none","83","72","73"
"male","group B","high school","free/reduced","none","61","47","45"
"female","group C","some high school","standard","none","52","70","66"
"male","group D","master's degree","standard","none","74","60","67"
"female","group E","bachelor's degree","free/reduced","none","56","73","76"
"male","group B","some high school","standard","none","48","46","38"
"male","group D","some college","standard","completed","86","75","80"
"female","group B","bachelor's degree","free/reduced","none","73","81","79"
"female","group D","some high school","free/reduced","completed","63","69","74"
"female","group B","some college","standard","none","78","95","87"
"female","group C","bachelor's degree","free/reduced","none","51","59","64"
"male","group C","high school","free/reduced","completed","84","83","80"
"male","group B","some high school","standard","completed","66","55","59"
"female","group C","high school","free/reduced","completed","40","63","62"
"female","group D","high school","free/reduced","completed","59","67","66"
"male","group C","some high school","free/reduced","completed","27","37","40"
"male","group E","some college","free/reduced","none","83","75","71"
"female","group B","associate's degree","standard","none","84","92","85"
"female","group D","associate's degree","standard","none","60","70","74"
"female","group C","some high school","free/reduced","none","62","75","69"
"female","group E","bachelor's degree","free/reduced","none","71","71","68"
"male","group D","high school","free/reduced","none","50","48","46"
"male","group C","bachelor's degree","standard","none","71","69","56"
"male","group C","associate's degree","free/reduced","none","60","68","58"
"male","group C","master's degree","free/reduced","none","86","81","80"
"female","group D","high school","standard","completed","81","91","100"
"male","group C","some high school","free/reduced","completed","72","61","54"
"male","group E","associate's degree","standard","none","95","86","80"
"male","group B","some high school","standard","none","76","68","66"
"female","group D","high school","free/reduced","none","52","64","63"
"male","group C","master's degree","free/reduced","none","61","65","61"
"female","group D","associate's degree","standard","completed","78","100","96"
"female","group D","bachelor's degree","free/reduced","completed","63","79","84"
"female","group D","some high school","standard","completed","61","59","65"
"male","group C","some high school","standard","none","54","60","56"
"male","group E","bachelor's degree","standard","none","92","87","79"
"male","group C","some college","standard","none","55","52","48"
"female","group C","associate's degree","free/reduced","completed","65","79","81"
"male","group E","associate's degree","standard","none","85","69","69"
"male","group E","some college","standard","none","100","82","78"
"male","group C","some college","standard","none","89","76","74"
"male","group C","some high school","standard","none","65","64","51"
"female","group D","some high school","free/reduced","none","32","45","39"
"female","group E","high school","standard","completed","94","88","91"
"female","group D","some college","standard","completed","83","100","100"
"male","group C","high school","standard","none","79","79","77"
"male","group D","high school","standard","completed","85","84","85"
"female","group A","some high school","free/reduced","completed","48","58","63"
"male","group C","associate's degree","standard","completed","52","43","48"
"female","group C","some college","standard","completed","77","88","83"
"female","group C","associate's degree","free/reduced","none","64","77","72"
"male","group C","some high school","standard","none","54","56","51"
"female","group A","some college","free/reduced","completed","58","61","67"
"male","group D","bachelor's degree","standard","none","87","89","88"
"male","group D","bachelor's degree","standard","none","66","72","71"
"female","group C","bachelor's degree","standard","completed","83","94","92"
"male","group D","high school","free/reduced","none","41","33","36"
"female","group C","associate's degree","standard","none","73","87","91"
"male","group C","some college","free/reduced","none","36","43","41"
"male","group B","some high school","free/reduced","none","57","46","48"
"male","group C","associate's degree","standard","none","82","74","66"
"female","group C","associate's degree","standard","none","78","89","90"
"female","group C","master's degree","standard","none","70","91","84"
"male","group D","bachelor's degree","free/reduced","none","63","60","59"
"female","group C","high school","standard","none","58","62","58"
"male","group B","some high school","standard","completed","87","86","79"
"male","group E","some high school","standard","completed","79","64","65"
"male","group B","high school","standard","completed","63","56","59"
"male","group B","bachelor's degree","standard","completed","92","91","89"
"male","group D","some college","standard","none","74","70","71"
"male","group E","bachelor's degree","standard","completed","100","88","86"
"male","group A","some college","standard","none","87","83","75"
"male","group A","high school","free/reduced","none","63","51","51"
"female","group B","associate's degree","standard","completed","84","87","87"
"male","group C","high school","free/reduced","none","43","50","44"
"male","group E","associate's degree","standard","none","72","62","58"
"female","group D","bachelor's degree","free/reduced","completed","62","75","82"
"male","group B","high school","free/reduced","none","68","66","64"
"female","group B","some college","standard","none","74","83","85"
"female","group C","high school","free/reduced","completed","52","56","61"
"male","group C","some college","standard","none","67","60","57"
"female","group B","some high school","standard","none","59","72","71"
"female","group D","master's degree","free/reduced","completed","67","81","80"
"male","group B","some college","standard","none","91","85","79"
"female","group D","associate's degree","standard","none","77","80","76"
"female","group C","some high school","free/reduced","none","30","41","33"
"female","group D","some college","free/reduced","none","40","50","52"
"female","group B","high school","free/reduced","none","61","77","68"
"male","group E","some high school","free/reduced","completed","60","58","52"
"male","group D","bachelor's degree","standard","none","88","84","83"
"female","group C","associate's degree","standard","none","83","81","81"
"male","group B","associate's degree","free/reduced","none","70","54","57"
"male","group E","high school","free/reduced","none","55","43","42"
"male","group C","associate's degree","standard","none","75","69","72"
"male","group C","some college","standard","completed","64","58","57"
