"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group B","bachelor's degree","standard","none","80","77","80"
"female","group C","some college","standard","completed","58","73","73"
"male","group D","associate's degree","free/reduced","none","47","45","45"
"female","group C","bachelor's degree","standard","completed","66","91","93"
"male","group B","master's degree","standard","completed","65","65","64"
"male","group C","high school","free/reduced","completed","82","72","71"
"male","group C","bachelor's degree","free/reduced","completed","44","48","54"
"male","group B","some high school","free/reduced","none","38","36","36"
"female","group C","some high school","standard","completed","56","70","72"
"female","group C","associate's degree","standard","completed","70","86","90"
"female","group C","high school","standard","none","72","74","75"
"male","group C","some high school","free/reduced","none","41","43","36"
"female","group E","associate's degree","free/reduced","none","84","79","80"
"female","group C","associate's degree","standard","none","46","52","51"
"female","group C","some college","standard","none","67","83","74"
"female","group B","master's degree","standard","completed","56","67","72"
"female","group E","bachelor's degree","standard","none","81","81","83"
"female","group B","master's degree","standard","completed","69","78","81"
"female","group E","master's degree","standard","completed","100","100","100"
"male","group A","associate's degree","free/reduced","completed","74","71","68"
"female","group C","some college","standard","none","61","64","62"
"male","group D","associate's degree","standard","completed","81","76","77"
"female","group A","bachelor's degree","free/reduced","none","41","61","49"
"female","group C","master's degree","standard","completed","70","79","83"
"male","group D","some college","standard","none","84","81","75"
"female","group C","some college","free/reduced","none","47","61","65"
"female","group C","some high school","standard","none","60","72","63"
"male","group C","high school","standard","none","72","64","63"
"male","group C","associate's degree","standard","none","63","51","53"
"female","group E","some college","standard","completed","98","100","100"
"male","group B","bachelor's degree","free/reduced","none","59","49","47"
"female","group D","some high school","standard","none","59","66","64"
"female","group D","some college","free/reduced","none","61","70","72"
"male","group A","some college","standard","none","86","85","82"
"female","group D","bachelor's degree","free/reduced","completed","55","66","68"
"male","group C","some high school","free/reduced","none","64","64","62"
"female","group C","some college","free/reduced","none","53","67","61"
"female","group C","some high school","standard","completed","63","71","70"
"female","group B","associate's degree","free/reduced","none","56","67","61"
"female","group D","associate's degree","standard","completed","81","97","95"
"female","group B","some college","standard","completed","49","58","63"
"male","group B","some high school","standard","none","78","71","76"
"male","group E","some college","standard","none","77","80","69"
"female","group C","some high school","free/reduced","none","59","78","69"
"female","group B","master's degree","free/reduced","completed","44","53","62"
"male","group B","some college","free/reduced","completed","53","61","61"
"female","group E","some college","standard","completed","70","85","82"
"female","group C","some college","free/reduced","none","58","65","67"
"female","group C","some college","free/reduced","none","48","66","62"
"female","group E","some college","standard","completed","99","100","100"
"male","group C","associate's degree","standard","none","74","79","70"
"female","group A","some high school","standard","none","39","41","37"
"male","group E","bachelor's degree","standard","none","81","75","71"
"male","group D","associate's degree","free/reduced","none","69","66","65"
"female","group B","bachelor's degree","standard","completed","98","95","100"
"male","group D","master's degree","standard","none","97","100","97"
"female","group B","associate's degree","standard","none","55","62","62"
"female","group B","some high school","free/reduced","none","51","64","60"
"female","group B","some college","free/reduced","none","60","85","81"
"female","group D","some high school","standard","none","64","75","72"
"male","group D","associate's degree","standard","completed","69","64","68"
"female","group A","some high school","free/reduced","none","58","68","61"
"female","group D","some college","standard","none","79","91","90"
"female","group E","associate's degree","free/reduced","none","52","66","64"
"male","group B","associate's degree","standard","none","100","88","83"
"male","group C","high school","free/reduced","none","63","62","60"
"female","group C","high school","standard","none","42","50","52"
"female","group D","master's degree","standard","completed","63","67","69"
"male","group A","high school","standard","none","58","57","45"
"female","group E","some college","standard","none","84","92","90"
"male","group E","high school","standard","none","98","92","90"
"male","group B","high school","standard","none","51","48","47"
"female","group C","associate's degree","standard","none","71","86","89"
"male","group D","high school","free/reduced","completed","63","58","60"
"female","group C","high school","standard","none","43","52","52"
"male","group D","master's degree","standard","none","80","72","76"
"male","group C","some high school","standard","none","49","49","46"
"male","group C","some high school","standard","none","77","68","65"
"male","group C","some high school","standard","none","75","61","64"
"male","group C","master's degree","free/reduced","none","74","65","63"
"male","group C","associate's degree","standard","none","94","84","81"
"male","group C","some high school","standard","none","84","75","82"
"male","group E","some college","standard","none","88","78","77"
"male","group C","some college","standard","none","91","82","78"
"female","group B","bachelor's degree","standard","completed","45","69","71"
"male","group C","high school","free/reduced","none","53","46","40"
"male","group C","high school","standard","none","68","69","64"
"male","group D","high school","standard","none","54","43","44"
"male","group A","associate's degree","standard","none","85","81","81"
"male","group A","some high school","free/reduced","none","64","71","61"
"female","group C","some high school","free/reduced","none","50","65","63"
"male","group B","high school","standard","none","69","66","61"
"female","group E","high school","standard","none","65","71","69"
"female","group D","high school","free/reduced","none","64","65","66"
"female","group C","some high school","free/reduced","completed","54","76","76"
"female","group D","high school","standard","completed","72","77","78"
"female","group D","bachelor's degree","standard","completed","64","71","71"
"female","group C","some college","standard","none","61","74","74"
"female","group A","some college","standard","none","67","74","79"
"female","group C","associate's degree","standard","none","49","61","61"
"male","group D","associate's degree","free/reduced","none","42","53","47"
"female","group C","some college","standard","none","80","84","89"
"male","group A","associate's degree","free/reduced","completed","72","66","66"
"male","group B","high school","free/reduced","none","67","74","66"
"male","group D","some college","standard","completed","63","71","68"
"male","group C","high school","standard","none","84","86","81"
"male","group C","some college","standard","none","87","75","68"
"female","group D","bachelor's degree","free/reduced","none","44","60","60"
"female","group E","associate's degree","standard","none","100","100","95"
"male","group D","some high school","standard","none","99","78","85"
"male","group C","high school","free/reduced","none","61","58","59"
"female","group C","associate's degree","standard","completed","62","67","73"
"female","group B","master's degree","standard","none","78","93","88"
"male","group B","high school","standard","none","81","77","69"
"female","group D","some high school","standard","completed","66","83","80"
"female","group C","some college","standard","none","85","83","89"
"male","group D","high school","free/reduced","none","80","77","73"
"female","group B","high school","free/reduced","none","29","29","31"
"female","group B","master's degree","standard","none","71","77","76"
"male","group A","associate's degree","free/reduced","none","60","66","65"
"male","group C","bachelor's degree","free/reduced","none","52","61","55"
"male","group D","some high school","free/reduced","none","80","65","65"
"female","group D","some college","standard","completed","88","88","97"
"male","group C","bachelor's degree","standard","none","71","56","55"
"female","group D","some college","standard","completed","86","100","100"
"male","group D","some college","free/reduced","none","47","38","41"
"male","group C","associate's degree","standard","none","57","42","47"
"female","group C","some college","standard","completed","85","99","96"
"male","group E","some high school","free/reduced","none","83","68","65"
"female","group E","bachelor's degree","standard","completed","89","95","100"
"female","group D","some college","standard","completed","72","79","84"
"male","group E","some high school","standard","none","68","57","52"
"male","group D","some college","standard","none","74","67","67"
"female","group B","some high school","standard","completed","63","78","76"
"female","group D","bachelor's degree","standard","none","72","80","73"
"male","group D","associate's degree","standard","none","76","73","66"
"male","group C","high school","standard","none","56","41","44"
"male","group C","associate's degree","standard","none","43","40","39"
"female","group C","master's degree","free/reduced","none","52","69","65"
"male","group C","some college","standard","none","55","52","42"
"female","group A","some college","standard","none","69","79","77"
"female","group B","some college","standard","none","56","67","64"
"male","group B","bachelor's degree","standard","none","54","55","59"
"male","group C","associate's degree","standard","completed","63","61","58"
"male","group C","some college","standard","completed","80","77","78"
"female","group D","some college","standard","none","61","68","64"
"female","group C","associate's degree","free/reduced","completed","56","70","74"
"female","group D","some high school","free/reduced","none","38","50","47"
"female","group E","some college","standard","none","67","60","64"
"male","group C","associate's degree","standard","none","52","53","50"
"male","group A","high school","free/reduced","completed","57","66","59"
"female","group D","some college","standard","completed","57","68","67"
"female","group D","associate's degree","standard","none","59","66","59"
"male","group D","some high school","standard","none","85","78","79"
"female","group B","bachelor's degree","standard","none","47","36","50"
"male","group C","associate's degree","free/reduced","none","51","53","48"
"male","group B","high school","standard","none","61","63","56"
"male","group D","bachelor's degree","standard","none","82","70","69"
"female","group E","high school","free/reduced","none","34","47","40"
"female","group D","some college","standard","none","89","99","99"
"female","group B","associate's degree","free/reduced","none","49","58","52"
"female","group E","high school","free/reduced","none","52","53","55"
"male","group A","associate's degree","standard","completed","72","72","70"
"female","group D","master's degree","standard","completed","74","83","84"
"female","group C","some college","standard","completed","93","100","99"
"female","group C","some high school","standard","none","73","78","71"
"male","group C","high school","standard","none","73","82","78"
"male","group D","associate's degree","standard","none","75","67","69"
"female","group E","high school","standard","none","83","80","79"
"female","group C","some high school","free/reduced","none","61","71","63"
"female","group D","bachelor's degree","free/reduced","none","57","60","62"
"female","group D","master's degree","standard","completed","67","92","88"
"female","group E","bachelor's degree","standard","completed","70","86","86"
"female","group C","some college","free/reduced","none","64","80","76"
"male","group B","associate's degree","free/reduced","none","57","72","62"
"male","group D","associate's degree","free/reduced","none","52","53","55"
"female","group D","some college","free/reduced","none","74","77","78"
"male","group B","some college","standard","none","50","50","44"
"female","group E","bachelor's degree","standard","none","92","95","88"
"female","group C","some college","free/reduced","none","55","58","55"
"female","group B","some college","standard","completed","72","84","83"
"female","group C","high school","standard","completed","82","83","88"
"male","group B","some college","standard","none","61","63","58"
"female","group C","high school","standard","completed","71","81","87"
"female","group A","some college","standard","completed","57","71","69"
"female","group D","some high school","standard","completed","90","96","94"
"female","group C","associate's degree","standard","none","57","66","63"
"male","group E","associate's degree","free/reduced","none","70","59","62"
"male","group D","some high school","free/reduced","none","52","50","48"
"male","group B","some high school","standard","none","82","80","79"
"male","group E","high school","standard","none","73","57","54"
"male","group C","some high school","standard","none","61","45","41"
"male","group B","master's degree","standard","none","69","74","67"
"female","group E","high school","standard","none","88","100","95"
"female","group D","associate's degree","free/reduced","none","51","57","61"
"female","group D","some college","standard","completed","67","76","85"
"male","group C","some high school","standard","none","73","63","61"
"female","group E","some college","standard","none","90","92","90"
"female","group E","bachelor's degree","standard","none","87","85","92"
"male","group E","some high school","free/reduced","none","58","48","45"
"male","group C","high school","standard","none","81","84","86"
"female","group D","high school","standard","none","52","53","52"
"male","group C","master's degree","standard","none","58","54","54"
"female","group E","associate's degree","free/reduced","none","86","85","89"
"male","group D","high school","standard","completed","86","83","79"
"female","group B","some high school","standard","completed","30","29","40"
"female","group B","high school","standard","completed","62","71","68"
"male","group C","bachelor's degree","standard","none","95","98","92"
"female","group C","associate's degree","standard","none","75","78","80"
"female","group E","high school","standard","none","70","75","72"
"female","group B","some college","standard","none","75","85","80"
"female","group C","bachelor's degree","standard","none","90","92","100"
"female","group B","some college","standard","none","62","71","74"
"female","group C","high school","standard","none","65","66","69"
"female","group C","high school","standard","none","43","49","51"
"male","group D","high school","free/reduced","none","48","44","40"
"male","group E","some college","standard","none","97","88","89"
"female","group C","associate's degree","free/reduced","none","44","53","49"
"male","group E","some high school","free/reduced","completed","68","69","61"
"female","group C","associate's degree","standard","none","69","71","67"
"female","group D","some high school","free/reduced","none","73","80","79"
"female","group C","associate's degree","standard","none","63","69","68"
"female","group D","associate's degree","standard","completed","82","98","100"
"male","group E","high school","free/reduced","none","55","57","54"
"male","group B","some college","free/reduced","none","81","71","68"
"male","group E","high school","standard","none","73","67","61"
"female","group C","some high school","standard","completed","71","79","83"
"female","group C","some college","standard","completed","55","71","72"
"female","group B","high school","standard","completed","69","71","78"
"male","group A","high school","standard","completed","81","79","85"
"female","group A","associate's degree","free/reduced","none","58","70","65"
"male","group C","associate's degree","standard","completed","64","65","63"
"female","group A","master's degree","standard","completed","88","94","97"
"female","group B","some college","standard","none","52","53","61"
"male","group C","some college","standard","none","64","64","57"
"female","group D","bachelor's degree","standard","completed","78","87","96"
"male","group B","some college","standard","none","53","39","41"
"female","group C","some college","standard","completed","63","73","69"
"male","group A","bachelor's degree","standard","none","58","60","65"
"male","group C","bachelor's degree","standard","none","80","79","75"
"male","group B","bachelor's degree","standard","none","73","66","66"
"female","group D","high school","free/reduced","none","44","54","50"
"male","group C","high school","standard","none","68","49","50"
"male","group E","some high school","standard","none","57","56","47"
"male","group D","some college","standard","completed","77","72","71"
"male","group C","some high school","standard","none","73","60","56"
"female","group A","some high school","standard","none","38","59","54"
"female","group C","associate's degree","standard","none","72","66","74"
"male","group E","master's degree","free/reduced","none","66","66","57"
"female","group C","bachelor's degree","standard","none","63","66","66"
"female","group B","high school","standard","completed","47","63","56"
"male","group C","associate's degree","standard","none","67","72","66"
"male","group E","some college","standard","none","91","88","83"
"female","group D","some high school","standard","none","37","53","45"
"female","group C","some high school","standard","none","54","73","65"
"male","group D","master's degree","standard","none","90","78","78"
"male","group D","high school","free/reduced","completed","26","24","33"
"male","group B","associate's degree","standard","none","76","59","65"
"female","group D","master's degree","standard","none","70","74","81"
"female","group D","associate's degree","standard","completed","68","73","80"
"male","group D","some high school","standard","none","70","74","65"
"female","group D","associate's degree","standard","completed","70","75","82"
"female","group B","some college","free/reduced","completed","56","69","73"
"female","group B","associate's degree","standard","completed","72","88","89"
"female","group C","associate's degree","standard","none","57","65","59"
"male","group E","associate's degree","free/reduced","none","89","86","83"
"male","group C","some college","free/reduced","none","56","56","55"
"female","group B","some high school","standard","completed","67","73","79"
"female","group C","high school","standard","none","44","58","51"
"female","group C","associate's degree","standard","completed","75","87","86"
"male","group A","bachelor's degree","standard","none","56","47","44"
"male","group D","associate's degree","standard","none","65","52","43"
"female","group A","master's degree","free/reduced","completed","51","69","72"
"male","group B","master's degree","standard","none","78","75","72"
"female","group D","some high school","free/reduced","none","31","41","41"
"male","group B","bachelor's degree","standard","none","52","65","56"
"male","group D","some college","standard","none","77","73","71"
"female","group C","associate's degree","free/reduced","none","74","79","79"
"male","group D","some college","free/reduced","none","51","62","55"
"male","group A","high school","free/reduced","none","60","62","58"
"male","group D","associate's degree","standard","completed","84","81","82"
"male","group C","some college","free/reduced","none","75","77","74"
"female","group E","some high school","standard","none","74","88","84"
"female","group D","high school","standard","completed","69","78","80"
"male","group E","high school","standard","none","52","49","42"
"female","group D","associate's degree","free/reduced","completed","51","69","72"
"female","group B","associate's degree","free/reduced","none","69","75","74"
"male","group E","some college","free/reduced","none","78","77","67"
"male","group E","some college","free/reduced","completed","100","97","89"
"male","group B","some high school","free/reduced","completed","61","70","66"
"female","group D","master's degree","free/reduced","none","63","82","81"
"female","group B","bachelor's degree","standard","completed","74","81","85"
"female","group A","some high school","standard","completed","57","52","64"
"male","group C","associate's degree","standard","completed","89","98","92"
"male","group C","associate's degree","standard","none","93","82","84"
"female","group E","some college","free/reduced","none","73","76","79"
"male","group C","some college","standard","completed","78","89","84"
"male","group C","bachelor's degree","standard","none","84","92","83"
"female","group D","some college","standard","completed","67","75","79"
"male","group D","some high school","free/reduced","completed","83","78","79"
"male","group B","some college","standard","none","78","67","68"
"female","group B","associate's degree","standard","none","51","55","59"
"female","group B","some high school","free/reduced","none","65","74","76"
"male","group C","high school","free/reduced","none","71","67","60"
"male","group B","bachelor's degree","standard","completed","68","81","78"
"male","group D","some high school","free/reduced","completed","81","84","81"
"male","group A","high school","standard","none","45","40","34"
"male","group D","bachelor's degree","free/reduced","none","71","70","68"
"male","group D","associate's degree","free/reduced","none","68","58","56"
"female","group E","some college","standard","none","56","65","68"
"male","group E","some college","standard","none","89","83","83"
"female","group E","some high school","standard","none","73","75","75"
"female","group B","associate's degree","standard","none","71","85","75"
"female","group D","high school","standard","none","66","75","80"
"female","group E","some college","standard","completed","74","92","88"
"male","group B","high school","standard","none","66","68","63"
"male","group C","bachelor's degree","standard","none","73","67","60"
"male","group E","bachelor's degree","standard","none","77","72","72"
"female","group A","some college","standard","none","71","80","76"
"male","group A","high school","standard","none","73","69","66"
"male","group C","some high school","standard","none","74","68","72"
"female","group B","high school","standard","none","45","54","51"
"male","group D","some college","free/reduced","completed","51","46","49"
"female","group E","high school","free/reduced","completed","58","70","66"
"female","group D","high school","standard","none","58","73","74"
"female","group E","high school","standard","none","44","48","49"
"female","group B","some college","free/reduced","none","66","83","84"
"female","group C","associate's degree","standard","none","64","65","67"
"female","group D","some college","standard","none","71","85","79"
"male","group B","associate's degree","standard","completed","72","48","57"
"male","group D","some college","standard","none","77","68","71"
"female","group C","some high school","free/reduced","none","42","44","42"
"female","group D","high school","standard","none","73","76","75"
"female","group C","master's degree","standard","none","56","66","59"
"male","group C","some high school","standard","none","47","35","36"
"male","group C","high school","standard","completed","90","78","76"
"female","group D","associate's degree","free/reduced","none","36","47","49"
"female","group C","some high school","standard","completed","79","88","86"
"male","group B","some high school","free/reduced","completed","62","60","56"
"male","group B","bachelor's degree","free/reduced","completed","65","63","61"
"male","group B","some college","standard","none","55","52","53"
"female","group B","associate's degree","standard","completed","65","77","78"
"male","group C","master's degree","free/reduced","none","68","68","60"
"female","group D","associate's degree","standard","none","80","94","90"
"female","group C","high school","standard","completed","79","88","83"
"female","group C","bachelor's degree","standard","none","65","65","70"
"female","group C","associate's degree","free/reduced","completed","46","65","69"
"male","group C","master's degree","standard","none","93","82","81"
"male","group C","some college","standard","none","54","54","47"
"female","group D","some college","free/reduced","none","67","76","78"
"male","group A","some high school","free/reduced","none","56","58","55"
"female","group E","some college","standard","completed","64","70","78"
"female","group E","associate's degree","standard","completed","87","82","91"
"female","group E","high school","free/reduced","completed","63","81","80"
"male","group C","associate's degree","standard","none","64","64","55"
"male","group D","high school","free/reduced","completed","79","75","83"
"female","group C","some college","free/reduced","none","45","57","51"
"male","group D","some college","standard","none","85","76","72"
"female","group B","some high school","standard","none","58","58","52"
"female","group B","bachelor's degree","free/reduced","completed","34","47","49"
"female","group A","some college","free/reduced","completed","63","75","74"
"male","group A","some college","free/reduced","none","76","72","69"
"male","group D","master's degree","free/reduced","none","72","59","68"
"female","group B","some high school","standard","none","51","57","60"
"male","group B","some high school","free/reduced","completed","49","54","51"
"female","group B","associate's degree","standard","none","82","85","87"
"female","group D","associate's degree","free/reduced","completed","82","92","97"
"male","group C","some college","free/reduced","completed","62","74","75"
"male","group A","some high school","standard","completed","74","65","70"
"female","group B","master's degree","standard","completed","84","94","100"
"male","group A","some college","standard","completed","69","65","63"
"male","group B","some college","standard","completed","68","68","69"
"female","group B","high school","standard","none","60","69","69"
"female","group B","some college","standard","completed","45","52","60"
"female","group E","high school","standard","none","94","91","95"
"female","group C","high school","standard","none","62","74","68"
"female","group C","high school","standard","completed","72","87","83"
"male","group A","some high school","standard","none","58","61","54"
"male","group B","bachelor's degree","standard","none","54","63","51"
"male","group B","associate's degree","standard","none","88","90","88"
"male","group B","associate's degree","standard","none","60","67","61"
"female","group C","some high school","standard","completed","48","57","61"
"female","group D","high school","standard","completed","63","65","71"
"female","group C","associate's degree","standard","none","65","81","74"
"female","group C","bachelor's degree","standard","none","72","76","79"
"female","group E","some high school","standard","none","87","95","79"
"female","group D","some high school","standard","none","53","69","68"
"female","group D","some college","standard","none","47","63","63"
"female","group D","associate's degree","free/reduced","none","50","66","65"
"male","group B","some college","free/reduced","none","62","64","61"
"female","group C","some college","standard","none","76","78","77"
"female","group D","associate's degree","standard","none","91","100","98"
"female","group B","some college","standard","completed","81","78","84"
"male","group E","high school","standard","completed","90","77","77"
"female","group D","some college","standard","none","28","45","40"
"female","group B","some college","free/reduced","none","51","58","58"
"female","group D","associate's degree","free/reduced","none","85","87","92"
"male","group E","bachelor's degree","standard","completed","82","78","72"
"female","group C","associate's degree","standard","none","43","61","49"
"female","group B","some college","free/reduced","none","69","81","76"
"female","group D","associate's degree","free/reduced","none","68","76","81"
"male","group C","some high school","standard","none","23","20","17"
"female","group C","some college","standard","completed","95","100","100"
"male","group E","some college","standard","completed","87","81","81"
"male","group B","some high school","standard","completed","78","82","73"
"female","group E","master's degree","standard","none","71","83","80"
"male","group C","master's degree","free/reduced","none","64","70","62"
"female","group E","some college","standard","none","75","70","70"
"male","group B","associate's degree","free/reduced","none","71","68","63"
"female","group D","some high school","free/reduced","completed","40","51","56"
"male","group B","associate's degree","standard","completed","88","84","77"
"male","group C","associate's degree","free/reduced","none","45","49","46"
"male","group C","some college","standard","none","63","61","55"
"male","group D","bachelor's degree","standard","none","73","58","63"
"male","group B","associate's degree","free/reduced","completed","52","58","67"
"male","group A","bachelor's degree","free/reduced","completed","71","67","67"
"female","group D","some high school","standard","completed","77","81","82"
"female","group D","some college","standard","none","64","65","70"
"male","group C","some high school","standard","none","70","66","67"
"female","group C","master's degree","standard","none","55","61","64"
"male","group E","some high school","standard","none","90","81","84"
"female","group C","bachelor's degree","free/reduced","none","59","72","67"
"male","group D","high school","standard","completed","63","63","62"
"female","group C","associate's degree","free/reduced","none","63","75","74"
"male","group A","some high school","standard","completed","97","84","82"
"female","group D","some college","free/reduced","none","61","66","72"
"male","group D","some college","standard","none","53","48","40"
"female","group B","high school","free/reduced","completed","56","68","69"
"female","group C","high school","free/reduced","none","54","60","62"
"female","group B","bachelor's degree","standard","none","77","87","87"
"female","group C","some college","standard","completed","88","100","100"
"male","group E","bachelor's degree","free/reduced","none","77","76","69"
"male","group B","high school","standard","none","59","54","54"
"male","group C","bachelor's degree","standard","none","81","72","68"
"female","group D","bachelor's degree","standard","none","71","84","80"
"female","group D","associate's degree","free/reduced","completed","59","74","74"
"male","group A","some high school","free/reduced","none","39","38","36"
"female","group C","some high school","free/reduced","completed","49","62","62"
"male","group A","some college","free/reduced","completed","52","49","54"
"female","group A","some high school","standard","completed","68","70","67"
"female","group A","associate's degree","standard","none","70","74","74"
"male","group A","some high school","free/reduced","none","48","45","37"
"male","group E","associate's degree","standard","completed","76","63","70"
"female","group E","some high school","standard","none","83","90","83"
"male","group D","high school","standard","none","74","63","63"
"male","group B","bachelor's degree","free/reduced","none","44","40","36"
"male","group D","master's degree","free/reduced","none","48","47","45"
"male","group D","some high school","standard","none","49","52","50"
"male","group C","some college","standard","none","100","89","77"
"female","group C","associate's degree","free/reduced","none","56","75","77"
"female","group D","some college","standard","completed","83","89","87"
"female","group B","some high school","free/reduced","none","45","55","56"
"male","group E","some college","free/reduced","none","63","64","61"
"male","group E","associate's degree","standard","none","74","60","61"
"female","group B","bachelor's degree","standard","completed","79","87","96"
"male","group B","bachelor's degree","standard","none","64","57","57"
"female","group C","master's degree","standard","none","85","84","90"
"male","group C","some college","standard","completed","73","67","66"
"female","group C","associate's degree","free/reduced","none","74","87","86"
"male","group C","associate's degree","standard","completed","72","72","76"
"male","group E","high school","free/reduced","none","81","76","69"
"male","group B","high school","standard","none","64","65","61"
"female","group D","some college","standard","completed","60","70","73"
"female","group C","some college","standard","none","83","95","93"
"female","group E","high school","standard","none","88","89","86"
"male","group C","high school","standard","none","62","50","50"
"male","group D","bachelor's degree","standard","completed","59","58","58"
"male","group C","bachelor's degree","standard","none","62","53","52"
"male","group D","high school","standard","none","49","48","43"
"male","group E","bachelor's degree","standard","none","93","91","87"
"male","group D","bachelor's degree","standard","none","59","50","58"
"male","group E","some college","free/reduced","none","93","89","77"
"male","group B","high school","standard","none","69","64","58"
"male","group C","high school","free/reduced","none","61","53","50"
"female","group D","high school","free/reduced","none","68","76","71"
"male","group C","bachelor's degree","free/reduced","none","61","54","49"
"female","group B","some high school","free/reduced","none","65","83","69"
"female","group B","some college","standard","none","67","73","71"
"male","group B","some college","standard","none","86","89","81"
"female","group C","high school","standard","none","74","74","70"
"female","group D","some college","free/reduced","none","53","75","70"
"female","group B","associate's degree","standard","none","68","79","80"
"male","group B","bachelor's degree","standard","completed","100","94","93"
"female","group D","associate's degree","standard","none","62","68","68"
"female","group B","master's degree","standard","completed","81","83","87"
"male","group A","some college","standard","none","52","50","43"
"female","group B","some high school","free/reduced","none","49","72","66"
"female","group A","some college","standard","none","59","70","71"
"male","group A","bachelor's degree","free/reduced","none","60","56","56"
"male","group C","some college","standard","completed","51","42","44"
"female","group A","associate's degree","standard","none","86","100","93"
"female","group C","some college","standard","none","62","71","65"
"female","group D","some college","standard","completed","70","78","82"
"male","group D","some high school","standard","none","58","57","50"
"male","group D","high school","free/reduced","none","51","40","41"
"male","group D","some high school","standard","completed","73","78","75"
"female","group E","associate's degree","standard","none","100","97","95"
"female","group B","some high school","standard","completed","84","95","96"
"female","group E","high school","standard","completed","93","92","93"
"male","group E","some high school","free/reduced","none","40","33","28"
"female","group C","some college","standard","none","75","71","79"
"male","group D","some high school","standard","none","44","50","48"
"male","group C","high school","standard","none","55","37","38"
"female","group C","some high school","free/reduced","none","12","32","31"
"female","group C","some high school","standard","completed","59","61","70"
"male","group C","bachelor's degree","standard","none","57","36","45"
"male","group B","high school","standard","completed","59","56","56"
"female","group E","some high school","standard","none","60","56","48"
"male","group C","associate's degree","free/reduced","completed","37","43","44"
"male","group B","some high school","standard","none","64","69","62"
"male","group D","associate's degree","standard","none","73","65","66"
"female","group C","some high school","free/reduced","none","45","59","57"
"female","group C","high school","free/reduced","none","18","20","24"
"male","group D","some college","standard","none","68","70","70"
"female","group E","some high school","free/reduced","completed","67","78","80"
"male","group A","some high school","free/reduced","none","58","57","47"
"female","group D","high school","standard","none","75","86","88"
"male","group C","high school","standard","completed","82","71","73"
"female","group C","high school","free/reduced","completed","50","62","64"
"male","group D","associate's degree","standard","completed","65","51","58"
"female","group E","some high school","standard","none","57","67","66"
"female","group D","some high school","standard","none","52","57","56"
"female","group B","some high school","standard","none","47","57","53"
"male","group D","associate's degree","standard","none","72","71","71"
"male","group E","some college","standard","none","85","83","78"
"male","group C","high school","standard","completed","92","92","94"
"female","group B","master's degree","standard","completed","86","89","97"
"male","group D","some college","free/reduced","none","62","65","60"
"female","group D","some college","standard","none","66","76","79"
"male","group C","some college","standard","none","65","58","54"
"female","group C","some college","free/reduced","none","60","71","68"
"male","group B","some college","standard","completed","93","93","94"
"female","group D","high school","standard","none","70","77","76"
