"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","some college","free/reduced","none","65","76","78"
"female","group C","associate's degree","standard","completed","90","100","100"
"male","group C","some high school","free/reduced","none","75","80","72"
"male","group D","associate's degree","standard","completed","78","77","75"
"female","group D","high school","standard","completed","52","69","63"
"male","group B","some college","standard","completed","82","78","79"
"female","group D","some college","standard","none","73","76","77"
"female","group C","high school","standard","completed","54","65","67"
"male","group B","high school","free/reduced","none","46","38","37"
"female","group B","bachelor's degree","free/reduced","none","54","69","64"
"female","group B","bachelor's degree","standard","none","68","82","76"
"female","group E","high school","standard","none","74","64","69"
"male","group D","some college","free/reduced","none","71","63","63"
"male","group A","some college","standard","none","59","53","46"
"female","group B","master's degree","free/reduced","none","48","57","57"
"female","group B","bachelor's degree","standard","none","54","68","68"
"female","group E","high school","standard","none","77","61","58"
"male","group B","some college","free/reduced","completed","59","62","58"
"male","group D","high school","free/reduced","none","58","55","46"
"female","group B","associate's degree","standard","none","72","77","84"
"male","group C","bachelor's degree","standard","none","76","84","79"
"female","group A","associate's degree","standard","completed","69","72","74"
"male","group D","some high school","free/reduced","none","56","64","58"
"female","group B","associate's degree","standard","completed","47","59","54"
"male","group D","associate's degree","standard","none","80","61","63"
"female","group D","high school","standard","none","69","79","78"
"male","group D","some college","standard","completed","78","69","71"
"male","group D","some high school","standard","none","44","49","46"
"male","group D","high school","standard","none","69","65","57"
"male","group C","associate's degree","standard","none","58","49","51"
"male","group C","some college","standard","none","71","71","67"
"female","group B","some high school","standard","none","67","71","64"
"female","group C","some high school","standard","completed","58","72","76"
"male","group C","high school","standard","completed","76","68","69"
"female","group A","some high school","free/reduced","none","28","46","41"
"female","group B","high school","free/reduced","none","44","63","56"
"male","group B","high school","standard","none","49","43","46"
"male","group E","some high school","free/reduced","none","61","53","47"
"female","group A","some high school","standard","completed","80","87","87"
"female","group C","some high school","free/reduced","none","64","58","64"
"female","group B","associate's degree","standard","none","90","98","96"
"female","group A","associate's degree","free/reduced","completed","36","60","54"
"male","group C","associate's degree","standard","completed","67","69","68"
"female","group C","some college","free/reduced","completed","66","86","88"
"female","group C","high school","free/reduced","completed","77","92","90"
"female","group C","bachelor's degree","standard","none","63","64","66"
"female","group C","some college","free/reduced","none","52","63","59"
"female","group C","associate's degree","standard","none","54","61","58"
"male","group D","some college","standard","completed","55","48","57"
"female","group A","master's degree","standard","completed","64","80","79"
"female","group D","associate's degree","standard","completed","93","100","100"
"female","group D","some college","free/reduced","none","57","72","71"
"male","group B","high school","standard","none","69","71","74"
"male","group C","high school","free/reduced","none","65","63","55"
"male","group E","bachelor's degree","standard","none","76","66","72"
"male","group D","bachelor's degree","standard","completed","70","65","62"
"male","group C","associate's degree","free/reduced","completed","48","57","51"
"female","group C","associate's degree","standard","none","75","81","86"
"female","group C","associate's degree","standard","none","58","57","61"
"male","group D","some high school","standard","none","79","80","72"
"female","group D","associate's degree","standard","completed","76","96","93"
"female","group C","some college","free/reduced","none","53","60","68"
"female","group C","some college","standard","completed","65","83","83"
"male","group C","bachelor's degree","standard","none","96","82","81"
"female","group E","some college","standard","none","76","79","74"
"male","group D","high school","standard","completed","54","59","62"
"female","group E","some college","standard","none","99","100","92"
"male","group C","some college","standard","none","84","73","74"
"male","group C","master's degree","standard","completed","80","82","82"
"male","group B","some high school","free/reduced","none","66","69","55"
"male","group C","high school","standard","none","75","53","62"
"female","group D","some high school","free/reduced","completed","56","59","62"
"male","group D","master's degree","free/reduced","none","54","60","49"
"male","group C","associate's degree","free/reduced","none","52","64","56"
"female","group D","some high school","standard","none","63","76","68"
"male","group C","some college","free/reduced","none","35","37","35"
"female","group E","some high school","standard","none","70","65","63"
"female","group D","associate's degree","standard","none","92","89","96"
"female","group D","some high school","free/reduced","none","82","83","80"
"female","group D","bachelor's degree","free/reduced","none","68","85","87"
"female","group E","bachelor's degree","free/reduced","none","74","76","74"
"female","group E","high school","standard","completed","57","64","64"
"female","group D","some college","standard","completed","85","87","94"
"female","group C","bachelor's degree","standard","none","62","66","77"
"male","group C","some college","free/reduced","none","79","79","69"
"female","group D","bachelor's degree","standard","completed","94","100","100"
"male","group E","some high school","free/reduced","none","79","69","72"
"female","group B","some high school","standard","none","50","58","52"
"male","group C","master's degree","free/reduced","none","79","76","77"
"female","group C","some college","standard","none","78","85","82"
"female","group D","high school","standard","none","58","72","72"
"female","group A","some high school","standard","none","33","50","46"
"male","group C","some college","standard","none","68","67","59"
"female","group B","some college","standard","completed","65","74","76"
"female","group D","bachelor's degree","standard","none","60","68","75"
"male","group B","high school","standard","none","78","65","64"
"female","group C","master's degree","standard","none","62","61","64"
"female","group B","some high school","free/reduced","none","22","34","27"
"female","group D","high school","free/reduced","none","48","69","62"
"male","group A","high school","standard","completed","73","56","57"
"male","group B","high school","standard","completed","76","69","63"
"male","group E","high school","free/reduced","none","69","63","53"
"female","group C","some high school","standard","none","46","57","48"
"male","group A","some high school","standard","completed","91","82","86"
"female","group C","associate's degree","standard","none","77","87","85"
"male","group C","associate's degree","standard","none","72","73","64"
"male","group C","some college","standard","none","70","66","61"
"male","group D","high school","standard","none","51","41","43"
"female","group B","bachelor's degree","standard","completed","91","100","100"
"male","group B","associate's degree","standard","completed","70","67","72"
"female","group A","some high school","standard","none","65","61","65"
"male","group C","some high school","standard","completed","94","93","88"
"female","group A","master's degree","free/reduced","none","50","58","65"
"male","group D","some college","standard","completed","86","86","86"
"male","group B","bachelor's degree","free/reduced","none","54","54","45"
"male","group C","bachelor's degree","free/reduced","none","28","35","21"
"male","group E","master's degree","standard","completed","92","83","84"
"male","group B","associate's degree","standard","completed","95","100","97"
"female","group D","some high school","standard","none","60","62","67"
"female","group B","some high school","free/reduced","completed","55","68","70"
"male","group D","master's degree","standard","none","87","79","77"
"female","group C","high school","free/reduced","none","44","46","44"
"male","group C","some college","free/reduced","completed","68","65","63"
"male","group E","high school","free/reduced","completed","81","81","81"
"male","group B","high school","standard","none","56","59","55"
"male","group D","some college","standard","none","90","92","84"
"female","group D","high school","standard","completed","58","74","72"
"female","group B","some college","free/reduced","completed","57","72","73"
"female","group C","bachelor's degree","standard","none","48","67","68"
"male","group A","associate's degree","standard","completed","76","82","81"
"female","group A","high school","standard","none","82","93","88"
"female","group E","associate's degree","standard","none","56","57","55"
"male","group E","bachelor's degree","standard","none","91","86","80"
"female","group E","associate's degree","standard","none","88","92","84"
"male","group C","some college","free/reduced","completed","77","86","79"
"male","group C","associate's degree","standard","none","93","80","77"
"male","group B","high school","free/reduced","completed","60","64","59"
"female","group B","high school","standard","none","57","60","61"
"male","group E","some high school","standard","completed","95","88","89"
"female","group B","associate's degree","standard","none","49","60","56"
"female","group C","associate's degree","standard","none","82","92","86"
"female","group D","high school","standard","completed","83","90","90"
"female","group C","associate's degree","standard","none","66","76","73"
"female","group C","some high school","standard","completed","73","84","77"
"male","group C","high school","free/reduced","none","46","50","43"
"male","group A","master's degree","free/reduced","none","78","78","76"
"male","group C","some college","standard","none","57","52","49"
"female","group C","some college","standard","completed","72","79","84"
"male","group B","high school","standard","none","28","26","31"
"male","group D","master's degree","standard","none","100","99","97"
"female","group A","some college","standard","completed","68","86","85"
"male","group D","some college","free/reduced","none","68","65","71"
"female","group B","some college","standard","completed","59","70","71"
"male","group B","associate's degree","free/reduced","completed","61","55","56"
"male","group B","high school","free/reduced","none","12","22","15"
"male","group D","some college","standard","completed","81","77","79"
"female","group C","associate's degree","free/reduced","none","41","48","49"
"female","group D","some high school","standard","completed","75","86","90"
"female","group B","associate's degree","standard","completed","50","62","63"
"male","group B","some college","free/reduced","completed","63","58","64"
"female","group D","high school","free/reduced","none","63","67","69"
"female","group A","some high school","free/reduced","none","54","66","58"
"female","group C","associate's degree","free/reduced","completed","81","96","89"
"female","group E","high school","standard","none","80","78","74"
"male","group A","some college","standard","completed","81","68","72"
"female","group A","some college","free/reduced","none","47","70","62"
"male","group B","associate's degree","standard","completed","96","100","97"
"male","group B","high school","free/reduced","none","51","51","48"
"male","group A","associate's degree","standard","completed","83","87","85"
"female","group E","some high school","standard","none","72","78","71"
"male","group C","some college","standard","completed","68","61","61"
"male","group D","associate's degree","free/reduced","completed","47","41","46"
"female","group C","master's degree","standard","none","62","70","72"
"male","group D","bachelor's degree","standard","completed","78","79","83"
"male","group A","high school","standard","none","92","75","72"
"male","group B","bachelor's degree","standard","none","81","76","73"
"male","group C","some high school","free/reduced","none","39","34","31"
"male","group E","some college","standard","completed","59","57","55"
"female","group A","master's degree","standard","none","84","99","99"
"female","group C","some college","free/reduced","completed","48","57","60"
"female","group C","high school","standard","none","48","51","54"
"male","group C","bachelor's degree","free/reduced","completed","78","76","74"
"male","group E","some college","free/reduced","completed","84","90","86"
"male","group B","associate's degree","standard","none","58","47","42"
"female","group C","bachelor's degree","standard","none","47","58","62"
"female","group A","some college","free/reduced","none","45","54","51"
"female","group D","some high school","standard","completed","62","71","74"
"male","group D","some college","standard","none","83","71","69"
"male","group B","high school","standard","completed","78","78","73"
"female","group B","some college","standard","none","57","63","57"
"female","group B","high school","standard","none","45","41","43"
"male","group E","associate's degree","free/reduced","none","76","66","65"
"female","group B","some college","standard","none","38","53","51"
"female","group D","high school","free/reduced","none","73","67","73"
"male","group C","some high school","standard","none","64","60","57"
"male","group B","some college","standard","none","76","75","68"
"male","group E","bachelor's degree","standard","completed","79","72","68"
"female","group A","associate's degree","standard","completed","85","92","98"
"female","group A","some college","free/reduced","none","65","75","72"
"female","group E","some college","standard","none","73","80","84"
"female","group C","associate's degree","free/reduced","completed","69","76","81"
"female","group D","bachelor's degree","standard","none","83","92","85"
"male","group D","some college","standard","none","60","59","56"
"female","group E","high school","standard","none","69","68","59"
"male","group A","some college","standard","completed","99","80","89"
"male","group C","associate's degree","standard","none","80","84","74"
"male","group A","bachelor's degree","standard","none","85","86","87"
"male","group D","bachelor's degree","standard","none","68","59","63"
"male","group C","some high school","standard","none","73","73","66"
"female","group E","associate's degree","free/reduced","completed","81","98","97"
"male","group C","some high school","standard","none","55","39","43"
"female","group D","some college","standard","none","47","62","60"
"female","group A","some college","free/reduced","none","67","81","79"
"male","group A","bachelor's degree","standard","completed","100","98","100"
"female","group B","bachelor's degree","free/reduced","none","60","75","71"
"female","group B","associate's degree","standard","none","43","53","56"
"male","group B","some high school","free/reduced","none","77","75","69"
"female","group A","high school","free/reduced","none","39","54","46"
"male","group D","some college","free/reduced","none","55","49","46"
"female","group E","associate's degree","standard","none","76","78","78"
"female","group C","associate's degree","free/reduced","completed","71","80","81"
"male","group C","associate's degree","standard","none","58","60","56"
"male","group C","associate's degree","free/reduced","none","71","69","69"
"male","group D","high school","standard","completed","77","73","73"
"female","group C","high school","standard","completed","78","82","86"
"male","group B","some college","standard","none","63","54","48"
"male","group D","some college","standard","none","78","79","74"
"female","group A","some college","standard","completed","78","89","94"
"female","group B","some high school","standard","completed","78","89","94"
"male","group C","master's degree","standard","none","85","82","83"
"male","group D","some college","free/reduced","none","71","61","63"
"male","group B","some college","standard","none","78","63","66"
"male","group C","high school","free/reduced","completed","67","68","66"
"female","group C","some college","standard","none","62","73","70"
"male","group B","high school","standard","completed","58","61","61"
"female","group C","bachelor's degree","free/reduced","completed","47","78","79"
"male","group C","associate's degree","standard","completed","98","91","93"
"male","group D","bachelor's degree","standard","none","88","87","91"
"female","group A","high school","standard","none","72","67","68"
"female","group D","some college","standard","none","65","59","60"
"male","group D","some high school","standard","completed","67","72","69"
"male","group C","high school","standard","completed","65","64","61"
"female","group E","some high school","free/reduced","none","50","72","66"
"male","group B","high school","standard","none","58","48","44"
"female","group B","some high school","standard","completed","88","96","91"
"male","group D","master's degree","standard","none","76","80","76"
"female","group B","master's degree","standard","none","94","100","97"
"female","group C","some college","standard","none","81","88","84"
"female","group A","some college","standard","completed","66","67","64"
"female","group B","high school","standard","none","59","80","75"
"female","group D","associate's degree","free/reduced","none","56","58","62"
"female","group D","some high school","standard","completed","66","73","75"
"female","group C","some college","standard","completed","54","65","70"
"male","group B","some college","standard","none","58","49","52"
"female","group D","bachelor's degree","free/reduced","none","61","70","74"
"male","group C","some high school","standard","none","71","57","55"
"male","group D","some college","standard","completed","70","61","72"
"female","group C","some high school","standard","completed","85","100","99"
"female","group D","some college","free/reduced","completed","66","85","88"
"male","group C","bachelor's degree","standard","none","77","71","69"
"male","group A","bachelor's degree","standard","completed","73","66","68"
"female","group D","high school","standard","none","71","78","71"
"male","group C","some high school","standard","none","79","75","71"
"female","group C","some college","standard","completed","64","76","74"
"female","group D","bachelor's degree","standard","none","78","90","91"
"male","group C","associate's degree","standard","none","71","64","60"
"female","group B","some high school","free/reduced","none","34","50","43"
"male","group E","high school","standard","none","62","67","51"
"male","group A","associate's degree","standard","completed","92","99","100"
"male","group E","some high school","standard","completed","74","69","68"
"male","group D","master's degree","standard","completed","74","74","76"
"female","group E","some high school","standard","completed","68","68","67"
"female","group E","associate's degree","standard","none","71","69","67"
"male","group C","bachelor's degree","free/reduced","none","65","71","62"
"female","group E","bachelor's degree","free/reduced","completed","59","64","71"
"male","group D","some college","standard","none","94","87","92"
"male","group D","some college","standard","none","79","76","75"
"female","group E","some college","standard","none","61","62","63"
"male","group E","some college","standard","completed","78","74","75"
"male","group B","high school","standard","completed","61","63","63"
"female","group B","associate's degree","free/reduced","none","58","64","63"
"male","group C","some college","free/reduced","none","70","69","69"
"female","group C","some college","free/reduced","none","47","68","67"
"male","group C","some college","free/reduced","none","82","77","68"
"male","group C","high school","standard","none","73","74","68"
"male","group B","some college","standard","none","54","56","53"
"male","group D","some high school","free/reduced","none","64","59","51"
"male","group B","high school","free/reduced","none","49","42","41"
"female","group C","some college","standard","completed","69","70","76"
"female","group C","high school","standard","none","41","48","48"
"male","group C","some high school","standard","none","67","63","57"
"male","group A","some high school","free/reduced","none","60","60","57"
"female","group B","some high school","free/reduced","completed","82","84","87"
"female","group B","some college","standard","none","72","86","82"
"male","group B","associate's degree","free/reduced","completed","82","83","86"
"male","group A","some college","standard","completed","90","91","88"
"female","group D","some college","standard","none","84","100","94"
"female","group B","associate's degree","standard","none","54","65","64"
"female","group D","high school","free/reduced","completed","78","89","89"
"male","group A","associate's degree","standard","none","59","56","59"
"female","group D","high school","standard","none","74","79","79"
"male","group B","some high school","standard","none","65","60","54"
"female","group E","some college","standard","none","71","65","67"
"female","group D","associate's degree","free/reduced","completed","81","88","85"
"male","group C","high school","free/reduced","none","51","47","36"
"female","group A","some college","standard","none","64","82","76"
"female","group B","associate's degree","free/reduced","completed","58","81","81"
"female","group A","some high school","standard","none","61","58","60"
"female","group C","associate's degree","standard","none","76","84","80"
"male","group B","some college","standard","none","61","57","47"
"female","group C","master's degree","standard","none","54","59","57"
"male","group E","some college","standard","completed","92","85","83"
"male","group E","high school","standard","none","83","70","70"
"female","group E","high school","standard","completed","79","82","90"
"male","group D","some college","standard","none","74","76","71"
"female","group C","some college","standard","none","72","88","83"
"male","group B","bachelor's degree","free/reduced","completed","40","50","46"
"female","group D","high school","standard","completed","80","88","82"
"male","group C","some college","standard","none","63","55","50"
"male","group B","high school","free/reduced","none","58","58","58"
"male","group B","some college","standard","completed","89","85","84"
"female","group C","associate's degree","standard","completed","67","83","77"
"female","group C","some high school","standard","completed","31","46","42"
"female","group C","some high school","standard","none","22","34","33"
"female","group D","some high school","standard","completed","76","79","87"
"female","group D","high school","standard","none","69","66","69"
"male","group C","some college","standard","none","74","67","61"
"female","group D","some college","standard","none","70","81","81"
"female","group D","high school","free/reduced","completed","74","81","86"
"male","group E","some college","free/reduced","none","79","62","61"
"male","group D","master's degree","standard","none","85","78","77"
"male","group B","some college","standard","none","83","80","70"
"female","group D","high school","free/reduced","completed","62","74","77"
"male","group E","high school","standard","completed","99","83","84"
"female","group A","some college","standard","none","61","71","68"
"female","group C","high school","standard","none","73","82","79"
"male","group D","associate's degree","standard","completed","66","62","68"
"male","group C","some high school","standard","none","48","50","45"
"female","group C","some high school","free/reduced","none","41","47","39"
"male","group D","bachelor's degree","free/reduced","none","62","52","54"
"female","group D","some college","standard","none","70","76","78"
"male","group C","high school","free/reduced","completed","77","70","66"
"female","group B","bachelor's degree","standard","none","64","61","71"
"female","group C","high school","standard","completed","71","83","81"
"female","group D","some college","standard","none","75","87","93"
"female","group C","some college","standard","none","88","91","90"
"female","group C","associate's degree","free/reduced","completed","58","70","69"
"male","group D","some college","free/reduced","none","64","52","54"
"male","group E","associate's degree","standard","completed","80","80","81"
"female","group B","high school","free/reduced","completed","46","62","64"
"female","group C","high school","standard","completed","58","65","65"
"male","group C","some high school","standard","completed","70","78","75"
"male","group C","some college","standard","none","78","74","73"
"male","group B","some college","free/reduced","none","56","65","58"
"male","group C","some high school","standard","completed","74","66","63"
"female","group D","master's degree","free/reduced","completed","44","58","65"
"female","group A","bachelor's degree","free/reduced","completed","77","90","98"
"female","group E","some college","standard","completed","57","60","64"
"female","group D","master's degree","standard","none","77","79","86"
"male","group C","bachelor's degree","standard","none","72","67","65"
"male","group C","some college","standard","none","66","58","62"
"female","group A","some college","standard","none","63","84","76"
"female","group C","some college","standard","none","68","67","72"
"female","group D","some college","standard","none","66","70","79"
"male","group A","associate's degree","free/reduced","completed","50","54","53"
"female","group C","some high school","free/reduced","none","41","64","54"
"male","group A","some college","standard","none","70","59","58"
"male","group C","master's degree","standard","completed","84","84","84"
"female","group C","some high school","free/reduced","completed","52","64","62"
"male","group B","some college","standard","none","66","70","56"
"male","group B","some college","standard","completed","94","89","87"
"female","group C","bachelor's degree","standard","none","72","84","76"
"female","group D","high school","standard","none","67","72","78"
"female","group C","associate's degree","standard","none","61","72","64"
"female","group A","associate's degree","standard","none","34","44","47"
"male","group B","high school","free/reduced","completed","56","61","52"
"male","group D","high school","free/reduced","completed","71","64","61"
"male","group C","some high school","standard","completed","81","81","76"
"male","group C","high school","free/reduced","none","48","50","39"
"female","group A","some high school","standard","completed","54","61","70"
"male","group B","some college","standard","none","70","65","58"
"female","group B","some college","free/reduced","completed","74","95","93"
"female","group D","some college","free/reduced","completed","62","78","76"
"male","group C","master's degree","standard","completed","85","85","86"
"male","group C","bachelor's degree","standard","completed","70","75","71"
"male","group D","bachelor's degree","standard","none","79","74","72"
"female","group D","some college","standard","none","55","74","75"
"female","group D","bachelor's degree","free/reduced","completed","77","90","94"
"male","group C","some college","free/reduced","completed","67","70","63"
"female","group C","high school","standard","none","61","72","78"
"female","group D","master's degree","free/reduced","none","61","69","70"
"male","group C","associate's degree","standard","completed","86","87","91"
"female","group D","high school","standard","none","52","62","66"
"female","group C","associate's degree","free/reduced","completed","76","91","96"
"male","group C","associate's degree","standard","none","61","56","55"
"male","group D","associate's degree","free/reduced","none","49","54","48"
"male","group C","some high school","free/reduced","none","45","48","43"
"male","group D","some college","standard","completed","61","72","67"
"female","group C","high school","free/reduced","none","50","58","56"
"female","group A","some high school","free/reduced","completed","49","73","67"
"female","group A","some college","standard","none","75","74","76"
"male","group D","master's degree","free/reduced","none","67","66","65"
"female","group B","high school","standard","none","58","66","61"
"female","group C","associate's degree","standard","none","76","81","78"
"female","group D","associate's degree","standard","none","75","88","90"
"female","group C","high school","standard","none","71","70","70"
"male","group C","some high school","standard","completed","66","62","63"
"male","group C","associate's degree","standard","none","35","29","33"
"male","group A","bachelor's degree","free/reduced","completed","36","41","41"
"male","group D","associate's degree","standard","none","73","72","72"
"male","group A","some college","free/reduced","none","36","44","35"
"female","group C","high school","standard","completed","49","50","60"
"female","group D","some college","free/reduced","none","40","49","45"
"female","group D","high school","standard","none","63","74","69"
"male","group D","high school","standard","none","76","68","68"
"male","group C","some college","standard","none","82","75","73"
"male","group C","associate's degree","standard","none","80","64","67"
"male","group C","master's degree","standard","none","75","76","71"
"female","group C","some college","standard","none","57","64","66"
"female","group C","some college","standard","none","95","96","89"
"female","group A","some high school","free/reduced","none","21","37","29"
"male","group C","high school","free/reduced","none","56","54","56"
"female","group D","some college","standard","none","64","68","72"
"female","group C","associate's degree","free/reduced","completed","56","75","77"
"male","group A","associate's degree","free/reduced","none","52","54","47"
"female","group C","bachelor's degree","standard","completed","86","96","100"
"female","group C","bachelor's degree","free/reduced","none","71","84","81"
"male","group C","high school","free/reduced","none","71","81","71"
"female","group C","high school","standard","none","51","62","56"
"female","group C","associate's degree","free/reduced","completed","34","44","48"
"male","group A","high school","standard","none","72","74","65"
"female","group C","high school","standard","none","55","60","55"
"female","group C","associate's degree","free/reduced","none","70","78","72"
"male","group E","high school","free/reduced","none","86","87","79"
