"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group E","master's degree","free/reduced","completed","49","54","51"
"female","group C","some college","standard","none","58","68","63"
"male","group E","master's degree","free/reduced","none","81","68","70"
"female","group B","bachelor's degree","standard","none","86","100","98"
"male","group C","some high school","free/reduced","none","40","33","31"
"female","group B","some college","free/reduced","none","25","39","31"
"male","group C","high school","free/reduced","none","70","68","60"
"female","group A","master's degree","free/reduced","none","44","54","52"
"female","group C","high school","free/reduced","none","57","64","64"
"male","group C","some high school","free/reduced","none","27","36","31"
"female","group B","some high school","standard","completed","62","75","81"
"male","group C","associate's degree","standard","none","65","56","55"
"female","group B","some high school","standard","completed","72","70","77"
"male","group C","associate's degree","standard","none","63","61","61"
"female","group B","master's degree","free/reduced","none","39","52","54"
"male","group C","some high school","free/reduced","none","50","50","51"
"female","group C","some high school","free/reduced","none","60","74","67"
"male","group E","associate's degree","free/reduced","none","73","62","61"
"male","group D","high school","free/reduced","none","48","51","41"
"male","group B","some college","free/reduced","completed","68","64","68"
"male","group E","high school","free/reduced","none","75","71","60"
"female","group C","associate's degree","standard","none","67","75","64"
"female","group D","master's degree","free/reduced","completed","65","85","84"
"male","group D","bachelor's degree","free/reduced","none","64","59","61"
"male","group C","associate's degree","standard","none","37","39","40"
"male","group A","associate's degree","standard","none","47","43","38"
"male","group C","high school","standard","none","61","52","48"
"male","group B","high school","standard","completed","58","68","56"
"male","group D","high school","standard","none","57","52","51"
"male","group D","some high school","free/reduced","none","79","79","77"
"male","group E","high school","standard","none","83","59","60"
"female","group C","high school","free/reduced","completed","54","57","60"
"male","group C","bachelor's degree","standard","completed","82","86","88"
"female","group C","bachelor's degree","standard","none","59","61","62"
"female","group C","bachelor's degree","free/reduced","none","53","58","61"
"female","group C","associate's degree","standard","none","76","78","81"
"female","group B","master's degree","standard","none","67","76","75"
"male","group D","some high school","standard","none","39","40","37"
"male","group B","high school","standard","completed","85","85","88"
"female","group D","associate's degree","standard","none","80","92","90"
"male","group B","some high school","free/reduced","none","50","44","42"
"male","group C","high school","standard","none","76","71","62"
"male","group C","some college","standard","none","70","63","66"
"female","group C","associate's degree","standard","none","81","89","93"
"female","group C","high school","free/reduced","none","70","81","79"
"male","group B","master's degree","free/reduced","none","78","70","66"
"female","group D","some high school","free/reduced","none","35","44","41"
"male","group A","high school","free/reduced","completed","64","69","59"
"male","group C","associate's degree","standard","completed","83","76","82"
"female","group B","some college","standard","none","49","57","62"
"male","group C","some college","free/reduced","completed","59","55","54"
"male","group D","some high school","standard","none","86","82","80"
"male","group C","high school","free/reduced","none","58","61","59"
"male","group B","master's degree","standard","none","93","91","88"
"male","group D","some college","standard","none","90","93","87"
"female","group C","some college","standard","none","48","58","58"
"male","group A","some college","free/reduced","none","41","43","41"
"female","group C","bachelor's degree","standard","none","61","65","61"
"male","group C","some high school","standard","completed","58","67","64"
"female","group A","associate's degree","free/reduced","none","38","56","53"
"female","group C","master's degree","free/reduced","completed","67","85","87"
"female","group B","master's degree","standard","none","66","77","69"
"female","group C","master's degree","standard","none","74","78","81"
"female","group D","high school","standard","completed","66","82","87"
"female","group D","high school","standard","none","88","98","99"
"female","group E","master's degree","free/reduced","completed","64","68","69"
"male","group C","some college","standard","completed","38","50","47"
"male","group C","high school","standard","none","72","66","60"
"male","group B","some college","standard","none","71","74","64"
"female","group D","some college","free/reduced","none","53","65","67"
"female","group C","associate's degree","standard","completed","96","100","97"
"male","group D","associate's degree","standard","none","88","80","80"
"male","group C","high school","standard","none","92","89","84"
"female","group D","bachelor's degree","free/reduced","none","56","69","65"
"female","group D","associate's degree","standard","completed","67","75","81"
"female","group D","some high school","standard","none","49","45","52"
"male","group E","some college","standard","completed","66","67","59"
"female","group B","master's degree","free/reduced","none","56","62","60"
"male","group B","some high school","standard","none","56","55","54"
"female","group D","high school","standard","none","41","58","58"
"male","group C","bachelor's degree","standard","none","64","55","55"
"male","group E","bachelor's degree","free/reduced","none","91","90","90"
"male","group C","some college","standard","completed","79","75","75"
"female","group E","bachelor's degree","standard","none","73","76","78"
"female","group C","some college","standard","none","70","87","77"
"female","group C","bachelor's degree","free/reduced","none","77","83","82"
"female","group D","bachelor's degree","free/reduced","none","55","59","57"
"male","group C","some college","free/reduced","none","66","66","58"
"female","group D","associate's degree","standard","completed","83","83","92"
"male","group B","associate's degree","free/reduced","none","36","47","38"
"male","group D","associate's degree","standard","none","75","69","65"
"female","group B","some college","free/reduced","none","43","51","52"
"male","group D","high school","standard","none","77","70","71"
"male","group B","high school","free/reduced","completed","52","58","58"
"male","group D","some high school","free/reduced","none","57","57","48"
"male","group E","some college","standard","none","76","63","53"
"male","group A","some college","standard","none","67","63","63"
"female","group C","some college","free/reduced","completed","78","91","95"
"male","group D","master's degree","free/reduced","none","88","93","85"
"female","group C","high school","standard","completed","60","64","65"
"male","group E","high school","free/reduced","none","67","70","59"
"female","group A","associate's degree","standard","completed","81","89","88"
"female","group A","associate's degree","free/reduced","none","71","81","82"
"female","group C","associate's degree","free/reduced","none","32","43","29"
"female","group B","associate's degree","standard","none","78","85","88"
"male","group C","high school","standard","completed","64","59","63"
"male","group C","bachelor's degree","standard","completed","90","86","86"
"female","group A","some college","standard","completed","63","68","69"
"male","group B","associate's degree","standard","none","57","49","50"
"female","group A","some college","standard","completed","90","100","100"
"female","group D","some college","free/reduced","none","64","64","67"
"male","group A","high school","free/reduced","none","47","47","47"
"male","group C","some high school","standard","none","52","52","48"
"male","group C","some college","free/reduced","completed","56","67","61"
"male","group B","bachelor's degree","free/reduced","completed","85","77","77"
"female","group C","bachelor's degree","standard","completed","75","79","82"
"female","group D","master's degree","free/reduced","none","65","75","80"
"female","group D","bachelor's degree","free/reduced","completed","53","76","74"
"female","group D","bachelor's degree","free/reduced","completed","78","81","92"
"male","group D","bachelor's degree","standard","completed","83","77","81"
"male","group E","high school","standard","completed","90","96","88"
"female","group C","some college","free/reduced","none","52","73","72"
"male","group E","some high school","free/reduced","none","64","69","59"
"male","group E","some college","free/reduced","completed","73","78","74"
"male","group C","high school","standard","completed","77","91","83"
"male","group C","high school","free/reduced","none","45","47","36"
"male","group D","some high school","standard","none","51","50","51"
"male","group D","some college","standard","completed","65","73","68"
"female","group D","some college","standard","none","65","77","74"
"male","group C","master's degree","standard","none","100","90","91"
"female","group C","associate's degree","standard","completed","55","66","73"
"female","group C","some college","free/reduced","completed","62","82","79"
"male","group C","master's degree","free/reduced","none","73","70","64"
"female","group C","associate's degree","free/reduced","completed","63","69","73"
"female","group C","master's degree","free/reduced","none","66","75","72"
"male","group C","master's degree","free/reduced","none","47","51","46"
"male","group E","some college","free/reduced","completed","86","73","75"
"male","group D","associate's degree","standard","none","42","57","52"
"male","group D","bachelor's degree","standard","completed","83","76","84"
"female","group C","some college","free/reduced","none","51","65","48"
"female","group C","some high school","standard","none","50","58","56"
"female","group D","some college","free/reduced","none","65","76","76"
"male","group C","some college","free/reduced","completed","50","60","58"
"female","group E","some high school","free/reduced","completed","63","78","73"
"female","group A","associate's degree","free/reduced","completed","47","55","52"
"female","group A","associate's degree","standard","none","94","93","89"
"female","group D","some college","standard","none","66","66","76"
"female","group C","high school","free/reduced","none","39","60","56"
"male","group B","some college","standard","none","69","63","60"
"female","group D","associate's degree","standard","none","64","66","70"
"male","group C","some high school","standard","none","72","67","63"
"male","group B","high school","standard","none","68","58","57"
"female","group C","some college","standard","completed","66","73","83"
"male","group C","some college","standard","none","64","69","62"
"male","group D","some college","free/reduced","completed","79","77","76"
"male","group D","some high school","standard","none","68","55","58"
"male","group D","some college","free/reduced","completed","51","58","53"
"male","group C","bachelor's degree","free/reduced","completed","67","74","73"
"male","group B","some college","standard","none","70","61","65"
"female","group C","associate's degree","standard","completed","83","91","99"
"female","group C","some high school","standard","none","51","68","60"
"male","group C","some high school","standard","none","41","34","30"
"female","group C","some high school","free/reduced","none","33","43","44"
"female","group C","bachelor's degree","standard","none","75","75","73"
"male","group D","some college","standard","none","84","67","65"
"female","group B","some college","standard","completed","56","68","67"
"female","group A","bachelor's degree","free/reduced","completed","55","70","66"
"female","group D","some college","free/reduced","none","58","72","74"
"female","group A","some college","free/reduced","none","51","67","55"
"male","group D","some high school","standard","none","45","39","42"
"male","group C","high school","standard","completed","100","81","91"
"female","group C","some college","free/reduced","completed","53","66","74"
"male","group E","some college","standard","none","90","79","81"
"male","group D","associate's degree","standard","completed","66","75","74"
"male","group C","bachelor's degree","standard","completed","55","53","58"
"male","group B","high school","free/reduced","completed","63","60","59"
"female","group C","associate's degree","free/reduced","none","74","81","78"
"male","group D","some high school","free/reduced","none","44","48","48"
"female","group C","associate's degree","standard","completed","56","64","61"
"female","group C","some high school","standard","completed","82","83","86"
"male","group A","some college","standard","none","79","67","57"
"female","group D","associate's degree","standard","none","82","90","92"
"male","group C","some high school","standard","none","79","84","77"
"male","group C","high school","standard","none","86","92","82"
"male","group D","associate's degree","standard","none","82","66","64"
"male","group C","associate's degree","free/reduced","none","56","72","59"
"female","group C","associate's degree","standard","completed","76","81","80"
"female","group B","high school","standard","none","52","52","55"
"male","group C","master's degree","free/reduced","none","68","67","64"
"male","group D","associate's degree","free/reduced","none","72","72","65"
"female","group A","master's degree","standard","none","73","78","85"
"male","group C","master's degree","standard","completed","99","96","95"
"male","group C","associate's degree","standard","none","91","82","86"
"female","group D","some high school","standard","none","53","57","61"
"female","group A","some college","standard","completed","68","87","80"
"male","group E","master's degree","standard","none","91","79","79"
"female","group C","some college","standard","none","63","75","69"
"male","group C","high school","free/reduced","none","65","66","56"
"male","group C","bachelor's degree","standard","completed","56","49","47"
"male","group B","associate's degree","standard","none","69","63","58"
"male","group D","some high school","standard","none","63","61","55"
"female","group C","some college","standard","completed","83","81","84"
"male","group C","some high school","free/reduced","completed","47","48","52"
"male","group E","some college","free/reduced","none","89","79","68"
"female","group C","some college","standard","none","62","73","62"
"male","group C","high school","free/reduced","completed","53","68","62"
"male","group B","high school","free/reduced","none","49","43","41"
"male","group A","bachelor's degree","standard","none","71","73","70"
"female","group C","some college","standard","none","73","79","81"
"male","group D","some college","free/reduced","completed","70","70","72"
"male","group D","associate's degree","standard","none","84","80","82"
"female","group B","some college","standard","completed","61","69","70"
"female","group A","some college","free/reduced","none","46","53","47"
"female","group B","some college","standard","completed","79","75","81"
"male","group C","associate's degree","free/reduced","none","48","36","33"
"male","group E","some high school","standard","none","72","65","66"
"female","group E","some college","free/reduced","completed","64","78","73"
"male","group E","associate's degree","standard","none","73","63","64"
"male","group A","bachelor's degree","free/reduced","none","56","56","52"
"male","group C","bachelor's degree","standard","none","70","82","74"
"female","group D","bachelor's degree","standard","none","67","64","69"
"female","group B","associate's degree","standard","none","50","63","63"
"male","group B","high school","standard","none","39","39","41"
"female","group D","master's degree","free/reduced","none","66","77","80"
"female","group D","master's degree","free/reduced","none","55","65","66"
"male","group E","some high school","standard","none","69","65","56"
"female","group B","some college","free/reduced","completed","50","64","67"
"female","group B","some high school","standard","none","50","52","48"
"male","group B","some high school","standard","none","69","66","64"
"male","group E","high school","standard","none","70","52","51"
"male","group D","some high school","standard","completed","91","97","96"
"female","group D","some college","standard","none","71","73","82"
"female","group E","high school","standard","completed","79","87","89"
"male","group E","some college","free/reduced","none","91","73","74"
"male","group E","some high school","standard","none","53","42","42"
"female","group B","associate's degree","free/reduced","completed","52","61","61"
"male","group C","some college","free/reduced","none","53","55","54"
"male","group E","bachelor's degree","standard","none","79","80","79"
"female","group C","associate's degree","standard","completed","66","65","66"
"female","group B","master's degree","standard","completed","82","90","98"
"male","group E","associate's degree","standard","completed","100","100","100"
"female","group D","bachelor's degree","standard","none","75","77","81"
"female","group B","bachelor's degree","standard","none","82","91","96"
"female","group C","high school","free/reduced","completed","46","54","57"
"female","group B","associate's degree","standard","none","73","82","87"
"male","group D","some high school","standard","none","72","65","60"
"male","group D","some high school","standard","none","82","76","71"
"female","group D","high school","standard","none","60","74","67"
"male","group C","high school","standard","completed","71","63","60"
"female","group D","bachelor's degree","free/reduced","none","75","84","92"
"female","group D","some college","free/reduced","none","57","61","61"
"female","group D","some high school","standard","none","64","76","76"
"female","group B","high school","free/reduced","none","42","52","46"
"male","group C","some high school","standard","none","57","59","52"
"female","group A","some high school","standard","completed","63","78","77"
"male","group B","bachelor's degree","standard","completed","82","70","69"
"female","group D","some high school","standard","none","58","58","62"
"male","group B","some high school","standard","none","57","58","51"
"male","group D","high school","standard","completed","77","66","68"
"female","group D","some college","standard","none","64","72","78"
"male","group A","some college","standard","completed","44","46","43"
"female","group B","high school","standard","none","66","61","56"
"male","group A","associate's degree","standard","completed","89","87","89"
"female","group B","bachelor's degree","free/reduced","none","44","51","52"
"female","group D","some high school","free/reduced","none","72","84","78"
"female","group A","some high school","free/reduced","none","39","50","47"
"female","group C","some college","standard","none","92","96","96"
"male","group A","high school","standard","completed","67","72","69"
"female","group B","some high school","standard","none","46","57","49"
"male","group C","master's degree","free/reduced","none","52","48","40"
"female","group C","master's degree","free/reduced","none","59","70","67"
"male","group E","some college","standard","completed","56","53","58"
"male","group D","associate's degree","standard","completed","91","87","90"
"male","group D","some college","standard","completed","63","57","63"
"female","group A","some college","standard","none","86","88","89"
"female","group C","high school","standard","none","42","61","55"
"female","group C","associate's degree","standard","completed","93","100","100"
"female","group D","master's degree","standard","none","64","65","64"
"female","group B","associate's degree","free/reduced","completed","63","81","77"
"male","group C","some college","standard","none","72","74","70"
"female","group D","high school","standard","none","63","82","77"
"male","group C","high school","standard","completed","59","58","46"
"female","group D","bachelor's degree","free/reduced","none","77","91","87"
"male","group C","some college","standard","none","72","55","56"
"male","group B","some high school","standard","none","62","48","50"
"female","group B","some high school","standard","completed","81","79","82"
"male","group C","bachelor's degree","standard","none","54","41","45"
"male","group E","some college","free/reduced","none","58","60","50"
"male","group C","bachelor's degree","standard","none","82","82","79"
"male","group D","master's degree","free/reduced","completed","79","82","78"
"female","group B","some high school","free/reduced","completed","38","55","55"
"female","group B","master's degree","free/reduced","none","71","82","81"
"female","group B","high school","standard","none","80","81","76"
"male","group C","bachelor's degree","free/reduced","none","51","51","42"
"male","group B","high school","standard","none","45","54","46"
"female","group D","high school","free/reduced","none","50","55","55"
"female","group C","associate's degree","standard","none","79","78","77"
"male","group C","master's degree","standard","none","80","71","70"
"male","group B","high school","standard","completed","71","67","72"
"male","group D","high school","standard","none","95","83","81"
"male","group D","associate's degree","free/reduced","none","40","49","46"
"female","group C","some college","standard","completed","79","91","89"
"male","group A","master's degree","free/reduced","completed","78","79","78"
"female","group C","bachelor's degree","free/reduced","none","60","70","61"
"female","group D","bachelor's degree","standard","completed","100","100","100"
"male","group B","some high school","standard","completed","64","58","59"
"male","group C","associate's degree","free/reduced","none","63","70","61"
"male","group D","some college","standard","none","71","55","60"
"male","group C","bachelor's degree","standard","none","82","76","72"
"female","group D","associate's degree","standard","none","67","76","76"
"male","group B","master's degree","free/reduced","none","84","88","82"
"female","group B","high school","standard","none","59","67","63"
"male","group B","bachelor's degree","free/reduced","none","69","81","72"
"female","group C","bachelor's degree","standard","none","51","64","62"
"female","group C","high school","free/reduced","completed","82","84","94"
"female","group C","some college","standard","none","62","61","68"
"male","group E","some high school","free/reduced","none","56","44","44"
"female","group C","some college","free/reduced","completed","70","88","89"
"male","group D","master's degree","standard","completed","96","88","95"
"female","group D","master's degree","standard","none","71","63","69"
"male","group E","high school","standard","none","81","73","71"
"female","group C","some college","standard","none","79","90","85"
"female","group C","some high school","free/reduced","none","59","61","63"
"male","group D","associate's degree","free/reduced","none","53","53","53"
"male","group D","bachelor's degree","standard","none","84","77","76"
"female","group D","some college","free/reduced","completed","61","73","71"
"female","group B","master's degree","standard","none","53","57","52"
"female","group C","some high school","standard","completed","45","55","58"
"male","group B","associate's degree","standard","none","86","69","70"
"female","group C","bachelor's degree","free/reduced","none","64","61","62"
"female","group A","some college","standard","completed","91","97","93"
"male","group E","some high school","standard","none","83","62","68"
"female","group B","some college","standard","none","44","59","57"
"female","group E","some high school","free/reduced","completed","62","76","76"
"male","group E","some college","free/reduced","completed","67","57","60"
"male","group C","bachelor's degree","standard","none","75","63","69"
"male","group D","bachelor's degree","standard","completed","96","91","98"
"male","group C","bachelor's degree","standard","none","82","72","75"
"female","group D","high school","standard","completed","49","63","63"
"male","group C","some college","standard","completed","68","64","65"
"male","group C","high school","standard","none","62","55","51"
"male","group D","some college","standard","none","69","67","67"
"female","group B","some high school","free/reduced","none","50","63","64"
"male","group B","some high school","free/reduced","completed","50","51","48"
"female","group C","master's degree","standard","completed","64","86","83"
"female","group E","high school","standard","completed","73","81","79"
"female","group C","some high school","standard","none","52","63","61"
"female","group C","high school","free/reduced","none","45","50","49"
"male","group E","some high school","free/reduced","none","70","66","61"
"female","group A","bachelor's degree","free/reduced","none","51","66","62"
"male","group B","some high school","free/reduced","none","43","44","35"
"female","group D","some high school","standard","none","41","50","56"
"female","group E","bachelor's degree","free/reduced","none","73","84","79"
"female","group B","associate's degree","standard","none","76","90","87"
"male","group B","high school","standard","none","87","83","78"
"male","group D","master's degree","standard","completed","63","67","70"
"male","group C","some college","standard","none","82","72","68"
"female","group B","master's degree","standard","none","68","76","74"
"female","group D","some high school","free/reduced","completed","80","97","96"
"female","group C","some college","standard","none","61","71","71"
"male","group C","high school","standard","completed","87","82","83"
"male","group B","master's degree","standard","none","100","90","86"
"female","group D","some high school","standard","completed","87","89","89"
"female","group C","high school","free/reduced","none","64","73","68"
"female","group C","bachelor's degree","standard","completed","78","82","90"
"male","group B","some college","standard","completed","87","85","83"
"female","group D","bachelor's degree","standard","none","68","67","69"
"male","group B","high school","standard","none","84","81","75"
"female","group C","associate's degree","free/reduced","completed","69","76","78"
"male","group C","bachelor's degree","standard","none","67","54","52"
"female","group E","master's degree","standard","none","100","100","100"
"male","group A","some college","standard","none","84","81","77"
"male","group D","high school","standard","none","64","53","58"
"male","group D","high school","free/reduced","none","66","56","61"
"male","group C","high school","standard","completed","73","57","59"
"male","group D","some college","free/reduced","none","63","51","51"
"female","group C","bachelor's degree","standard","none","58","70","68"
"male","group E","bachelor's degree","standard","none","72","71","67"
"male","group C","some college","standard","completed","83","80","75"
"female","group D","high school","standard","completed","82","78","85"
"female","group D","associate's degree","free/reduced","none","55","65","69"
"female","group C","some high school","free/reduced","none","53","59","60"
"female","group C","some college","standard","completed","50","57","62"
"male","group B","high school","standard","none","64","55","51"
"female","group D","high school","free/reduced","none","56","68","71"
"male","group A","some college","standard","completed","51","63","62"
"female","group C","some college","standard","none","88","87","84"
"female","group B","high school","free/reduced","none","69","89","81"
"male","group D","high school","free/reduced","none","31","31","26"
"female","group C","associate's degree","standard","completed","70","81","90"
"male","group B","some college","free/reduced","none","76","80","77"
"male","group D","high school","standard","none","63","52","52"
"male","group A","bachelor's degree","standard","none","52","57","46"
"male","group E","high school","free/reduced","none","82","81","70"
"female","group D","bachelor's degree","standard","none","46","49","50"
"female","group C","some college","standard","none","66","86","83"
"male","group A","some high school","standard","none","67","59","50"
"male","group E","master's degree","standard","completed","82","87","83"
"male","group C","some college","free/reduced","completed","59","59","57"
"female","group D","some college","free/reduced","none","61","67","71"
"male","group D","high school","free/reduced","completed","40","44","42"
"female","group E","some high school","standard","none","78","79","79"
"male","group A","associate's degree","standard","none","76","71","69"
"male","group E","some high school","standard","completed","75","65","66"
"male","group E","some college","standard","none","84","84","80"
"male","group E","bachelor's degree","standard","completed","91","77","76"
"female","group B","associate's degree","standard","none","73","77","77"
"male","group E","some high school","standard","completed","100","91","93"
"female","group D","bachelor's degree","standard","none","94","95","96"
"female","group D","associate's degree","standard","none","77","92","93"
"male","group D","high school","standard","completed","100","89","91"
"male","group B","master's degree","standard","none","72","71","75"
"female","group D","some college","standard","none","64","73","71"
"female","group B","master's degree","free/reduced","none","52","64","65"
"male","group B","bachelor's degree","standard","completed","81","87","87"
"female","group E","high school","standard","none","72","72","67"
"male","group D","associate's degree","free/reduced","none","55","52","53"
"male","group D","some high school","free/reduced","completed","36","34","27"
"female","group A","high school","standard","none","73","76","79"
"male","group A","some high school","free/reduced","none","48","53","38"
"male","group D","high school","standard","completed","80","72","78"
"male","group B","high school","standard","none","59","51","52"
"female","group D","some high school","standard","completed","57","70","69"
"male","group B","associate's degree","standard","completed","91","87","90"
"female","group C","some college","free/reduced","none","36","50","47"
"male","group B","some college","standard","none","74","69","59"
"male","group B","associate's degree","free/reduced","none","57","58","54"
"male","group B","some college","standard","none","67","62","57"
"female","group B","associate's degree","standard","none","69","85","79"
"male","group E","associate's degree","free/reduced","none","60","64","59"
"male","group C","some high school","standard","none","71","65","58"
"male","group C","some high school","free/reduced","none","49","54","49"
"male","group C","high school","standard","completed","70","61","59"
"male","group C","associate's degree","standard","completed","93","85","81"
"male","group B","bachelor's degree","standard","none","87","77","76"
"male","group E","some high school","free/reduced","none","62","55","50"
"female","group A","some high school","free/reduced","none","63","62","62"
"female","group E","some college","standard","none","86","87","87"
"male","group C","high school","standard","none","89","82","85"
"female","group C","master's degree","standard","none","56","66","71"
"female","group B","associate's degree","standard","none","86","93","93"
"female","group D","some high school","free/reduced","none","30","41","39"
"male","group E","some college","standard","none","100","92","86"
"male","group D","some college","standard","none","54","55","48"
"female","group C","some high school","standard","none","48","70","60"
"female","group E","high school","free/reduced","completed","80","96","88"
"female","group C","bachelor's degree","standard","none","74","67","71"
"male","group E","some high school","standard","none","93","74","79"
"female","group B","high school","standard","none","72","84","80"
"female","group A","associate's degree","standard","completed","100","99","100"
"male","group B","some college","standard","completed","77","70","75"
"female","group B","some high school","standard","none","44","59","57"
"male","group C","high school","standard","none","58","66","68"
"male","group A","some high school","free/reduced","none","54","54","47"
"female","group C","some high school","free/reduced","none","51","71","69"
"male","group C","high school","standard","none","90","83","81"
"female","group E","high school","standard","none","84","92","83"
"female","group E","some college","standard","completed","73","71","72"
"female","group B","some high school","free/reduced","none","64","73","74"
"female","group D","some college","free/reduced","completed","52","66","71"
"female","group C","master's degree","standard","none","84","78","90"
"male","group B","associate's degree","free/reduced","none","64","72","63"
"male","group D","some college","standard","completed","71","62","67"
"female","group B","some high school","free/reduced","none","62","62","67"
"female","group C","high school","standard","none","77","86","90"
"female","group E","associate's degree","standard","completed","64","67","71"
"male","group C","associate's degree","standard","none","83","73","67"
"female","group B","some college","standard","none","61","68","62"
"female","group B","associate's degree","standard","completed","60","59","70"
"male","group C","some high school","standard","none","61","58","59"
"female","group E","master's degree","standard","completed","89","98","100"
"female","group C","some high school","free/reduced","none","64","70","71"
"female","group E","master's degree","standard","none","97","100","95"
"male","group D","associate's degree","standard","none","63","57","64"
"male","group B","some high school","free/reduced","none","52","55","52"
"male","group C","master's degree","free/reduced","none","75","65","69"
"male","group D","associate's degree","free/reduced","none","57","56","53"
"male","group E","high school","free/reduced","none","77","62","61"
"female","group D","high school","standard","none","75","75","76"
"female","group B","some high school","standard","none","54","67","69"
"female","group C","high school","standard","none","58","67","63"
"female","group B","associate's degree","standard","none","59","61","51"
"female","group C","some high school","standard","none","62","74","72"
"female","group D","high school","standard","none","72","82","81"
"male","group A","master's degree","standard","completed","87","88","80"
"female","group C","bachelor's degree","free/reduced","none","73","89","90"
"male","group C","some college","standard","none","69","70","65"
"male","group D","high school","standard","completed","79","77","79"
"female","group A","high school","standard","completed","77","79","82"
"male","group E","some college","standard","none","91","89","86"
"male","group B","associate's degree","standard","completed","61","62","69"
"female","group B","master's degree","standard","none","72","81","81"
"female","group B","master's degree","standard","none","45","56","56"
"male","group B","some high school","standard","none","55","48","44"
"male","group C","high school","standard","none","71","70","58"
"female","group C","high school","standard","none","33","38","37"
"female","group E","bachelor's degree","standard","none","86","89","86"
"male","group D","some college","standard","none","100","87","85"
"male","group B","some college","standard","none","70","60","54"
"male","group C","some college","standard","none","84","90","78"
"male","group D","high school","free/reduced","completed","64","57","60"
"female","group C","some high school","free/reduced","completed","34","58","57"
"male","group C","high school","standard","none","61","64","60"
"male","group B","associate's degree","standard","none","60","66","58"
"male","group B","bachelor's degree","standard","completed","53","68","61"
"male","group E","some high school","free/reduced","completed","84","89","91"
"male","group C","some college","free/reduced","none","43","44","33"
"female","group C","associate's degree","standard","none","78","88","85"
"female","group E","bachelor's degree","standard","none","78","92","85"
"male","group B","high school","standard","completed","88","82","88"
"male","group C","some college","standard","none","75","69","71"
"female","group C","high school","standard","none","45","50","49"
"female","group E","bachelor's degree","standard","completed","77","83","89"
"female","group C","some high school","free/reduced","completed","56","75","73"
"female","group A","some high school","standard","none","80","89","84"
"male","group C","bachelor's degree","free/reduced","none","55","60","51"
"female","group D","associate's degree","free/reduced","none","43","53","54"
"female","group B","associate's degree","free/reduced","none","70","86","80"
"female","group A","some college","free/reduced","none","54","73","75"
"male","group C","some high school","standard","none","72","62","63"
"female","group A","some college","standard","none","64","80","71"
"male","group E","associate's degree","standard","completed","100","93","98"
"female","group C","high school","standard","completed","77","74","76"
"male","group D","high school","standard","none","83","68","71"
"female","group D","associate's degree","standard","completed","74","84","84"
"male","group D","some college","free/reduced","none","54","56","52"
"female","group C","some high school","standard","completed","76","89","83"
"female","group D","some college","standard","completed","67","76","76"
"female","group E","associate's degree","standard","completed","80","100","93"
"male","group D","associate's degree","standard","completed","88","87","85"
"female","group D","some college","standard","completed","61","77","80"
"female","group A","bachelor's degree","free/reduced","none","74","84","83"
