"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","some high school","free/reduced","none","41","51","46"
"female","group E","master's degree","free/reduced","completed","88","100","98"
"male","group C","some high school","standard","none","66","59","57"
"male","group C","master's degree","standard","completed","71","76","75"
"male","group C","associate's degree","standard","none","74","65","64"
"male","group C","some college","standard","none","63","61","49"
"male","group C","associate's degree","standard","none","66","53","55"
"female","group E","high school","free/reduced","none","54","66","63"
"female","group D","bachelor's degree","standard","none","76","83","83"
"female","group D","some college","free/reduced","completed","74","86","80"
"female","group D","some high school","standard","none","77","83","84"
"male","group C","high school","standard","none","71","78","75"
"female","group E","high school","standard","none","90","89","91"
"male","group D","some college","standard","completed","100","84","85"
"female","group C","some college","standard","none","72","88","87"
"female","group C","master's degree","standard","none","84","84","86"
"female","group C","bachelor's degree","standard","completed","83","90","100"
"male","group E","master's degree","standard","none","73","82","76"
"male","group D","master's degree","free/reduced","none","92","87","86"
"male","group C","some high school","standard","completed","91","90","91"
"male","group C","some high school","standard","completed","56","58","50"
"male","group C","bachelor's degree","standard","completed","82","80","85"
"female","group A","associate's degree","standard","none","50","66","63"
"male","group C","some college","free/reduced","none","57","56","50"
"male","group D","high school","free/reduced","none","47","44","44"
"female","group C","high school","standard","completed","52","66","71"
"female","group C","some college","standard","none","67","73","76"
"female","group A","associate's degree","standard","none","46","59","52"
"male","group B","associate's degree","free/reduced","none","69","65","67"
"female","group C","some college","standard","none","78","79","75"
"female","group B","some college","free/reduced","none","47","62","57"
"female","group C","some college","free/reduced","none","65","72","70"
"male","group D","some high school","standard","none","63","60","54"
"female","group D","associate's degree","standard","completed","70","85","91"
"male","group C","bachelor's degree","standard","completed","82","79","85"
"male","group E","bachelor's degree","standard","completed","71","68","73"
"female","group D","high school","standard","completed","54","55","62"
"male","group C","bachelor's degree","standard","completed","87","86","84"
"female","group C","associate's degree","standard","completed","69","80","80"
"female","group C","bachelor's degree","free/reduced","none","67","72","70"
"male","group C","high school","free/reduced","none","58","46","47"
"male","group D","high school","standard","none","74","69","71"
"female","group C","associate's degree","standard","completed","73","84","81"
"male","group B","some college","standard","none","47","50","48"
"male","group C","associate's degree","free/reduced","none","52","57","56"
"female","group A","some college","free/reduced","completed","55","71","73"
"female","group C","bachelor's degree","free/reduced","completed","73","91","91"
"male","group D","high school","standard","none","55","63","59"
"female","group C","master's degree","standard","none","83","92","88"
"male","group B","bachelor's degree","free/reduced","none","48","53","44"
"male","group E","some college","standard","none","68","62","52"
"female","group C","bachelor's degree","free/reduced","completed","49","69","67"
"male","group A","master's degree","standard","none","68","63","58"
"male","group C","bachelor's degree","standard","none","61","62","58"
"female","group A","master's degree","standard","none","90","100","100"
"male","group E","some college","standard","none","63","53","50"
"male","group C","associate's degree","standard","none","63","53","48"
"male","group C","bachelor's degree","free/reduced","none","50","44","47"
"female","group B","associate's degree","standard","none","46","65","55"
"male","group C","some high school","standard","none","71","66","61"
"male","group D","some college","standard","none","82","79","75"
"female","group C","master's degree","free/reduced","none","58","77","72"
"female","group B","high school","standard","none","58","67","70"
"male","group C","some college","free/reduced","none","35","36","36"
"male","group E","some college","standard","none","99","89","88"
"female","group C","some college","standard","completed","69","77","75"
"female","group B","bachelor's degree","standard","none","86","85","87"
"female","group A","some college","free/reduced","none","51","67","66"
"female","group D","some college","free/reduced","none","77","91","87"
"male","group C","high school","standard","none","60","63","59"
"male","group D","high school","standard","none","62","57","55"
"female","group C","bachelor's degree","free/reduced","none","78","87","83"
"female","group B","high school","standard","none","46","60","51"
"male","group C","some college","free/reduced","none","51","54","43"
"male","group B","high school","free/reduced","none","60","63","56"
"female","group C","associate's degree","standard","none","81","92","85"
"female","group D","high school","standard","none","82","80","86"
"female","group C","some college","free/reduced","none","67","73","72"
"male","group D","some college","free/reduced","none","41","38","36"
"male","group D","associate's degree","free/reduced","completed","59","48","58"
"female","group A","high school","free/reduced","none","60","75","72"
"male","group C","some college","free/reduced","none","58","52","49"
"male","group B","associate's degree","standard","none","62","59","55"
"female","group B","some high school","free/reduced","none","47","63","58"
"male","group D","bachelor's degree","standard","none","81","72","77"
"female","group C","some high school","free/reduced","none","56","67","61"
"female","group D","high school","free/reduced","none","57","60","61"
"female","group E","high school","free/reduced","completed","46","57","51"
"male","group B","master's degree","free/reduced","none","70","73","74"
"male","group E","bachelor's degree","standard","none","92","80","77"
"female","group C","bachelor's degree","standard","none","72","82","78"
"female","group A","some high school","free/reduced","completed","59","73","78"
"male","group C","high school","standard","completed","72","68","71"
"male","group C","some high school","free/reduced","none","49","55","43"
"male","group D","some high school","standard","none","91","79","74"
"male","group D","associate's degree","standard","completed","73","81","84"
"female","group C","some high school","standard","none","65","70","69"
"male","group A","associate's degree","standard","completed","94","85","87"
"female","group C","some high school","free/reduced","completed","55","69","70"
"female","group B","associate's degree","standard","none","76","77","78"
"female","group D","high school","standard","none","60","72","65"
"female","group E","master's degree","standard","none","100","98","100"
"female","group D","bachelor's degree","standard","none","77","73","83"
"male","group C","high school","standard","none","85","83","69"
"female","group C","high school","standard","completed","72","76","80"
"male","group D","some college","standard","none","53","55","54"
"female","group D","high school","standard","none","80","73","77"
"female","group D","some college","standard","none","74","84","79"
"male","group D","high school","free/reduced","none","41","34","35"
"male","group E","some college","standard","none","78","68","64"
"male","group B","master's degree","free/reduced","none","65","64","64"
"female","group C","high school","free/reduced","none","33","48","43"
"female","group E","high school","standard","none","69","73","76"
"female","group C","some college","free/reduced","none","60","78","73"
"male","group E","associate's degree","standard","completed","92","92","87"
"male","group D","associate's degree","standard","completed","85","75","74"
"female","group B","high school","standard","none","59","72","64"
"female","group D","some college","standard","none","62","78","72"
"female","group E","high school","free/reduced","completed","71","78","78"
"male","group E","associate's degree","standard","completed","79","67","73"
"female","group E","high school","standard","none","81","91","86"
"female","group D","high school","standard","none","75","79","90"
"male","group D","associate's degree","free/reduced","none","64","56","56"
"male","group C","high school","standard","none","75","66","70"
"male","group E","high school","standard","none","74","61","59"
"female","group D","some college","standard","completed","30","46","50"
"male","group B","some high school","standard","completed","65","69","66"
"male","group E","some high school","standard","completed","88","85","74"
"female","group C","some college","standard","none","75","81","76"
"male","group C","high school","standard","none","92","84","79"
"female","group C","some college","standard","none","47","64","66"
"female","group D","some college","standard","completed","51","61","64"
"female","group E","some college","standard","none","65","81","80"
"male","group D","some college","free/reduced","completed","74","77","77"
"female","group D","some college","free/reduced","completed","40","56","50"
"male","group D","some high school","free/reduced","none","54","52","53"
"female","group C","bachelor's degree","standard","completed","61","70","71"
"female","group A","high school","standard","none","61","68","62"
"male","group C","some college","standard","none","50","45","44"
"male","group A","high school","standard","none","68","65","54"
"female","group A","some high school","free/reduced","none","37","47","35"
"male","group C","some college","free/reduced","completed","69","66","64"
"female","group A","associate's degree","standard","none","70","88","84"
"male","group C","some college","standard","none","79","81","77"
"female","group C","some college","standard","none","58","64","60"
"female","group D","some high school","standard","none","45","57","55"
"male","group D","master's degree","standard","none","92","84","84"
"male","group D","associate's degree","free/reduced","none","75","68","69"
"female","group A","associate's degree","free/reduced","none","77","88","87"
"male","group C","associate's degree","standard","none","68","62","68"
"male","group D","high school","standard","completed","100","89","87"
"male","group B","some high school","standard","none","64","64","61"
"male","group C","master's degree","standard","none","70","62","58"
"female","group C","some college","free/reduced","none","40","42","47"
"female","group D","some high school","standard","completed","78","86","93"
"female","group B","some high school","standard","none","47","55","53"
"male","group B","bachelor's degree","standard","none","59","63","61"
"male","group C","master's degree","standard","completed","84","78","79"
"male","group C","some high school","free/reduced","none","63","59","53"
"male","group B","associate's degree","standard","completed","77","88","91"
"male","group C","some college","standard","completed","87","79","77"
"female","group E","master's degree","free/reduced","none","69","66","68"
"male","group C","master's degree","standard","completed","78","69","74"
"male","group D","some high school","standard","completed","74","73","69"
"female","group D","some college","standard","completed","49","60","65"
"female","group C","high school","free/reduced","completed","73","91","94"
"male","group C","associate's degree","free/reduced","none","81","81","77"
"male","group D","master's degree","free/reduced","none","55","53","53"
"male","group C","some high school","standard","completed","74","71","72"
"male","group C","some high school","free/reduced","none","58","60","58"
"female","group D","high school","free/reduced","completed","56","71","72"
"female","group D","some high school","standard","none","63","77","69"
"male","group C","high school","standard","completed","79","79","82"
"male","group C","some high school","free/reduced","completed","63","63","61"
"male","group D","bachelor's degree","standard","none","67","66","59"
"female","group D","high school","standard","completed","73","86","90"
"female","group A","high school","standard","completed","67","73","68"
"female","group A","associate's degree","standard","completed","48","54","58"
"male","group C","associate's degree","standard","none","71","70","69"
"female","group D","high school","standard","none","85","93","95"
"female","group C","high school","standard","none","86","89","86"
"male","group C","master's degree","standard","completed","84","77","78"
"female","group D","associate's degree","free/reduced","none","48","59","58"
"female","group C","some college","standard","none","51","72","66"
"female","group C","some high school","standard","none","62","72","73"
"female","group D","some high school","free/reduced","completed","70","83","78"
"female","group D","some college","standard","completed","80","90","92"
"male","group D","associate's degree","free/reduced","none","45","41","41"
"female","group D","bachelor's degree","standard","none","95","100","100"
"female","group C","high school","standard","none","55","66","68"
"female","group C","high school","free/reduced","none","67","76","78"
"female","group C","associate's degree","free/reduced","none","59","73","76"
"male","group D","some high school","standard","completed","71","70","74"
"female","group D","bachelor's degree","free/reduced","none","61","61","67"
"male","group E","some high school","standard","completed","80","70","69"
"female","group C","bachelor's degree","standard","none","43","55","56"
"female","group B","some college","standard","completed","74","90","83"
"male","group A","high school","free/reduced","none","65","62","55"
"male","group C","some college","standard","none","60","52","45"
"female","group C","some college","standard","none","72","77","83"
"male","group D","associate's degree","free/reduced","none","76","75","78"
"male","group C","some college","standard","none","94","79","77"
"male","group A","some college","standard","completed","72","71","72"
"female","group D","some high school","free/reduced","none","56","65","62"
"male","group D","high school","free/reduced","completed","70","69","59"
"female","group E","high school","free/reduced","completed","45","50","53"
"female","group D","some high school","standard","none","67","80","82"
"male","group C","some high school","free/reduced","none","33","39","29"
"male","group B","bachelor's degree","standard","none","87","80","77"
"female","group D","some college","standard","completed","86","89","91"
"female","group E","associate's degree","free/reduced","none","59","66","61"
"female","group B","bachelor's degree","standard","completed","57","64","69"
"female","group E","associate's degree","standard","none","60","62","61"
"female","group C","some college","standard","completed","88","90","91"
"female","group C","some college","free/reduced","completed","60","86","86"
"female","group B","bachelor's degree","standard","none","61","70","76"
"male","group B","bachelor's degree","standard","none","98","83","87"
"female","group D","bachelor's degree","standard","none","50","60","63"
"male","group C","some high school","standard","none","82","75","66"
"female","group C","bachelor's degree","standard","completed","65","85","83"
"female","group B","high school","standard","completed","65","79","83"
"female","group C","some college","standard","completed","49","62","67"
"male","group D","master's degree","standard","none","71","70","77"
"female","group D","some college","free/reduced","completed","72","90","94"
"female","group C","some high school","standard","completed","77","96","92"
"female","group B","some college","standard","completed","63","81","80"
"female","group D","master's degree","standard","none","70","79","82"
"female","group D","associate's degree","standard","none","59","72","73"
"male","group B","associate's degree","standard","none","89","80","79"
"male","group C","some college","standard","none","91","74","70"
"male","group C","high school","standard","none","80","76","74"
"female","group C","bachelor's degree","standard","none","71","79","86"
"male","group D","high school","standard","none","64","49","50"
"female","group D","associate's degree","standard","none","63","74","74"
"male","group E","bachelor's degree","standard","none","88","84","78"
"male","group D","associate's degree","standard","none","63","59","56"
"male","group C","some college","free/reduced","none","63","72","65"
"female","group C","some high school","standard","completed","59","78","72"
"male","group D","master's degree","free/reduced","completed","96","100","100"
"male","group C","associate's degree","standard","completed","73","72","70"
"female","group E","some high school","standard","none","83","85","85"
"male","group D","bachelor's degree","standard","completed","72","82","83"
"female","group C","associate's degree","free/reduced","none","58","71","68"
"female","group D","master's degree","free/reduced","completed","86","100","100"
"female","group C","high school","free/reduced","none","65","79","68"
"female","group D","some college","standard","completed","56","69","73"
"male","group A","high school","free/reduced","completed","60","63","65"
"female","group C","some high school","standard","none","60","76","74"
"male","group C","some high school","standard","completed","49","56","45"
"male","group D","some high school","standard","none","73","65","57"
"male","group E","some college","standard","none","90","85","77"
"male","group C","some high school","standard","none","79","91","82"
"male","group A","some college","standard","none","93","82","87"
"male","group C","high school","standard","none","45","56","51"
"female","group E","bachelor's degree","free/reduced","none","71","73","74"
"male","group B","some college","standard","completed","68","62","62"
"male","group B","high school","standard","completed","49","32","34"
"male","group D","high school","free/reduced","none","44","36","39"
"female","group C","high school","standard","completed","60","74","76"
"male","group E","some college","free/reduced","none","67","70","63"
"male","group C","associate's degree","free/reduced","none","77","73","70"
"male","group C","associate's degree","free/reduced","completed","89","77","78"
"female","group E","some college","standard","none","78","77","73"
"female","group D","some high school","standard","completed","60","67","73"
"male","group B","bachelor's degree","free/reduced","none","72","65","58"
"female","group C","some high school","standard","none","58","72","66"
"female","group D","high school","standard","completed","68","74","77"
"male","group C","associate's degree","standard","none","68","58","56"
"male","group C","high school","standard","none","63","53","51"
"female","group E","associate's degree","standard","none","70","75","71"
"female","group C","high school","standard","none","58","65","59"
"male","group D","associate's degree","free/reduced","none","42","47","43"
"female","group E","high school","free/reduced","none","73","72","76"
"male","group E","master's degree","standard","none","95","90","84"
"male","group C","some college","standard","none","83","77","74"
"male","group C","high school","free/reduced","completed","56","49","53"
"female","group C","some college","standard","none","51","66","62"
"female","group C","some college","free/reduced","none","42","54","55"
"male","group C","associate's degree","standard","none","52","52","49"
"female","group E","high school","free/reduced","none","25","32","34"
"male","group A","associate's degree","standard","none","74","72","69"
"male","group B","some college","standard","none","62","55","54"
"female","group D","associate's degree","free/reduced","completed","65","72","73"
"female","group C","associate's degree","free/reduced","completed","51","62","65"
"male","group B","some high school","free/reduced","none","40","42","34"
"female","group D","master's degree","standard","none","52","62","63"
"female","group C","some high school","free/reduced","completed","52","58","58"
"male","group B","associate's degree","free/reduced","completed","75","80","77"
"female","group D","some college","standard","none","85","84","84"
"male","group E","bachelor's degree","standard","none","75","62","69"
"male","group C","associate's degree","standard","none","53","56","51"
"male","group C","some high school","standard","none","70","68","60"
"male","group C","high school","standard","none","82","75","71"
"male","group B","associate's degree","free/reduced","none","65","67","65"
"male","group C","associate's degree","free/reduced","completed","89","86","86"
"female","group B","associate's degree","free/reduced","none","46","63","61"
"male","group D","master's degree","standard","completed","92","94","94"
"male","group D","some college","free/reduced","none","66","68","60"
"male","group E","some college","free/reduced","none","64","54","52"
"male","group D","some college","standard","none","71","60","65"
"female","group D","some high school","standard","completed","80","75","81"
"female","group B","high school","standard","none","25","29","37"
"female","group B","high school","standard","none","59","74","67"
"male","group C","some college","standard","none","49","45","39"
"female","group C","some college","free/reduced","none","53","62","60"
"female","group D","associate's degree","standard","none","87","100","100"
"male","group C","associate's degree","free/reduced","none","82","82","79"
"female","group B","some high school","standard","none","51","60","67"
"male","group C","some college","free/reduced","none","43","42","39"
"male","group C","some high school","free/reduced","completed","46","51","51"
"male","group D","some high school","standard","none","68","61","59"
"female","group C","some high school","free/reduced","none","40","59","50"
"male","group D","associate's degree","standard","completed","76","74","77"
"male","group D","associate's degree","standard","none","71","64","59"
"male","group C","associate's degree","standard","none","66","73","69"
"female","group C","bachelor's degree","standard","none","82","100","99"
"male","group A","some college","standard","none","58","66","58"
"male","group C","high school","standard","none","51","37","37"
"female","group C","associate's degree","free/reduced","none","57","76","70"
"female","group D","some high school","free/reduced","completed","61","73","76"
"male","group A","some high school","free/reduced","none","17","12","6"
"female","group B","associate's degree","standard","none","49","59","57"
"female","group D","associate's degree","standard","none","75","92","96"
"male","group B","bachelor's degree","standard","none","79","70","71"
"female","group C","some college","free/reduced","none","44","49","47"
"male","group D","some college","standard","none","54","50","50"
"male","group E","high school","standard","none","76","62","53"
"male","group B","bachelor's degree","free/reduced","none","67","51","60"
"male","group E","associate's degree","standard","none","97","87","81"
"male","group B","master's degree","free/reduced","completed","59","62","65"
"female","group B","some college","standard","completed","52","72","70"
"female","group B","some high school","free/reduced","completed","61","69","71"
"male","group C","bachelor's degree","standard","none","59","53","50"
"female","group B","some high school","free/reduced","none","39","56","52"
"female","group B","some high school","standard","completed","37","54","48"
"male","group C","bachelor's degree","free/reduced","none","83","84","82"
"female","group B","high school","free/reduced","completed","39","52","55"
"male","group D","high school","standard","none","94","91","84"
"female","group C","some high school","standard","none","70","73","72"
"male","group D","some college","free/reduced","none","49","53","55"
"female","group C","some high school","standard","completed","84","100","99"
"female","group D","bachelor's degree","standard","completed","54","61","63"
"female","group B","high school","standard","completed","59","75","73"
"male","group C","master's degree","standard","none","54","58","55"
"female","group D","some college","standard","completed","74","89","95"
"female","group D","associate's degree","standard","none","60","64","71"
"male","group B","associate's degree","standard","none","67","67","65"
"female","group E","some college","free/reduced","completed","51","62","60"
"male","group B","some high school","standard","completed","69","62","60"
"female","group A","high school","free/reduced","none","62","75","71"
"female","group E","bachelor's degree","standard","none","64","71","68"
"male","group C","associate's degree","standard","none","61","61","64"
"female","group C","some high school","free/reduced","completed","53","69","64"
"female","group B","bachelor's degree","free/reduced","none","31","51","41"
"female","group D","high school","free/reduced","completed","56","61","61"
"female","group C","some college","standard","none","50","55","55"
"male","group D","some college","standard","completed","52","49","55"
"male","group A","associate's degree","standard","none","78","77","75"
"female","group C","some college","free/reduced","completed","47","72","70"
"male","group E","some high school","free/reduced","none","50","56","51"
"female","group D","some high school","standard","none","49","58","55"
"male","group C","some high school","free/reduced","none","31","43","31"
"male","group C","high school","standard","completed","98","92","91"
"male","group B","bachelor's degree","standard","none","97","97","93"
"male","group B","high school","standard","none","87","76","78"
"female","group C","some high school","free/reduced","completed","53","65","65"
"male","group C","some high school","free/reduced","completed","48","56","54"
"male","group D","associate's degree","standard","completed","78","80","83"
"male","group E","associate's degree","standard","completed","94","91","89"
"male","group A","some high school","free/reduced","none","59","58","58"
"male","group D","some high school","standard","none","77","66","67"
"male","group C","some college","standard","none","56","41","33"
"male","group D","some college","standard","completed","81","73","77"
"female","group D","master's degree","free/reduced","completed","89","100","100"
"male","group D","some college","standard","none","78","73","78"
"male","group B","bachelor's degree","free/reduced","none","80","86","73"
"male","group E","some high school","standard","completed","63","60","58"
"male","group E","bachelor's degree","standard","none","90","79","75"
"female","group A","master's degree","standard","none","53","61","57"
"male","group D","some high school","free/reduced","completed","57","59","55"
"male","group D","some college","standard","none","64","66","56"
"female","group E","some college","free/reduced","none","59","70","69"
"female","group D","some high school","standard","completed","55","52","57"
